,start,steps,combined
0,2023-01-01 00:00:00,0.0,5.0
1,2023-01-01 00:10:00,97.05405405405403,5.0
2,2023-01-01 00:20:00,94.94594594594597,5.0
3,2023-01-01 00:30:00,0.0,5.0
4,2023-01-01 00:40:00,46.876666666666665,5.0
5,2023-01-01 00:50:00,126.32623188405796,5.0
12,2023-01-01 02:00:00,0.0,5.0
13,2023-01-01 02:10:00,117.96296296296296,5.0
14,2023-01-01 02:20:00,134.03703703703704,5.0
15,2023-01-01 02:30:00,113.0,5.0
16,2023-01-01 02:40:00,11.586919104991392,5.0
17,2023-01-01 02:50:00,109.01341534316914,5.0
36,2023-01-01 06:00:00,0.0,5.0
37,2023-01-01 06:10:00,0.0,5.0
38,2023-01-01 06:20:00,0.0,5.0
39,2023-01-01 06:30:00,0.0,5.0
40,2023-01-01 06:40:00,0.0,5.0
41,2023-01-01 06:50:00,0.0,5.0
48,2023-01-01 08:00:00,0.0,6.0
49,2023-01-01 08:10:00,0.0,6.0
50,2023-01-01 08:20:00,0.0,6.0
51,2023-01-01 08:30:00,0.0,6.0
52,2023-01-01 08:40:00,0.0,6.0
53,2023-01-01 08:50:00,0.0,6.0
54,2023-01-01 09:00:00,0.0,5.0
55,2023-01-01 09:10:00,0.0,5.0
56,2023-01-01 09:20:00,0.0,5.0
57,2023-01-01 09:30:00,0.0,5.0
58,2023-01-01 09:40:00,0.0,5.0
59,2023-01-01 09:50:00,0.0,5.0
60,2023-01-01 10:00:00,0.0,5.0
61,2023-01-01 10:10:00,0.0,5.0
62,2023-01-01 10:20:00,0.0,5.0
63,2023-01-01 10:30:00,0.0,5.0
64,2023-01-01 10:40:00,26.0,5.0
65,2023-01-01 10:50:00,0.0,5.0
66,2023-01-01 11:00:00,0.0,5.0
67,2023-01-01 11:10:00,0.0,5.0
68,2023-01-01 11:20:00,13.0,5.0
69,2023-01-01 11:30:00,0.0,5.0
70,2023-01-01 11:40:00,0.0,5.0
71,2023-01-01 11:50:00,0.0,5.0
90,2023-01-01 15:00:00,0.0,5.0
91,2023-01-01 15:10:00,0.0,5.0
92,2023-01-01 15:20:00,0.0,5.0
93,2023-01-01 15:30:00,0.0,5.0
94,2023-01-01 15:40:00,0.0,5.0
95,2023-01-01 15:50:00,0.0,5.0
108,2023-01-01 18:00:00,0.0,6.0
109,2023-01-01 18:10:00,0.0,6.0
110,2023-01-01 18:20:00,0.0,6.0
111,2023-01-01 18:30:00,0.0,6.0
112,2023-01-01 18:40:00,0.0,6.0
113,2023-01-01 18:50:00,11.398926654740608,6.0
120,2023-01-01 20:00:00,0.0,6.0
121,2023-01-01 20:10:00,0.0,6.0
122,2023-01-01 20:20:00,0.0,6.0
123,2023-01-01 20:30:00,0.0,6.0
124,2023-01-01 20:40:00,0.0,6.0
125,2023-01-01 20:50:00,0.0,6.0
132,2023-01-01 22:00:00,0.0,6.0
133,2023-01-01 22:10:00,0.0,6.0
134,2023-01-01 22:20:00,0.0,6.0
135,2023-01-01 22:30:00,0.0,6.0
136,2023-01-01 22:40:00,22.0,6.0
137,2023-01-01 22:50:00,0.0,6.0
138,2023-01-01 23:00:00,0.0,6.0
139,2023-01-01 23:10:00,8.0,6.0
140,2023-01-01 23:20:00,0.0,6.0
141,2023-01-01 23:30:00,0.0,6.0
142,2023-01-01 23:40:00,21.214285714285715,6.0
143,2023-01-01 23:50:00,23.78571428571429,6.0
150,2023-01-02 01:00:00,0.0,6.0
151,2023-01-02 01:10:00,0.0,6.0
152,2023-01-02 01:20:00,0.0,6.0
153,2023-01-02 01:30:00,0.0,6.0
154,2023-01-02 01:40:00,0.0,6.0
155,2023-01-02 01:50:00,0.0,6.0
156,2023-01-02 02:00:00,0.0,3.0
157,2023-01-02 02:10:00,0.0,3.0
158,2023-01-02 02:20:00,0.0,3.0
159,2023-01-02 02:30:00,0.0,3.0
160,2023-01-02 02:40:00,0.0,3.0
161,2023-01-02 02:50:00,0.0,3.0
168,2023-01-02 04:00:00,0.0,4.0
169,2023-01-02 04:10:00,0.0,4.0
170,2023-01-02 04:20:00,0.0,4.0
171,2023-01-02 04:30:00,0.0,4.0
172,2023-01-02 04:40:00,0.0,4.0
173,2023-01-02 04:50:00,0.0,4.0
192,2023-01-02 08:00:00,0.0,4.0
193,2023-01-02 08:10:00,0.0,4.0
194,2023-01-02 08:20:00,0.0,4.0
195,2023-01-02 08:30:00,0.0,4.0
196,2023-01-02 08:40:00,0.0,4.0
197,2023-01-02 08:50:00,0.0,4.0
210,2023-01-02 11:00:00,0.0,3.0
211,2023-01-02 11:10:00,0.0,3.0
212,2023-01-02 11:20:00,0.0,3.0
213,2023-01-02 11:30:00,0.0,3.0
214,2023-01-02 11:40:00,0.0,3.0
215,2023-01-02 11:50:00,8.0,3.0
216,2023-01-02 12:00:00,0.0,4.0
217,2023-01-02 12:10:00,0.0,4.0
218,2023-01-02 12:20:00,0.0,4.0
219,2023-01-02 12:30:00,53.0,4.0
220,2023-01-02 12:40:00,0.0,4.0
221,2023-01-02 12:50:00,0.0,4.0
222,2023-01-02 13:00:00,0.0,3.0
223,2023-01-02 13:10:00,0.0,3.0
224,2023-01-02 13:20:00,0.0,3.0
225,2023-01-02 13:30:00,222.98608695652172,3.0
226,2023-01-02 13:40:00,226.1822168547624,3.0
227,2023-01-02 13:50:00,283.0362694300518,3.0
228,2023-01-02 14:00:00,477.3333333333333,4.0
229,2023-01-02 14:10:00,0.0,4.0
230,2023-01-02 14:20:00,135.81636060100166,4.0
231,2023-01-02 14:30:00,278.3639328470125,4.0
232,2023-01-02 14:40:00,333.56503198294246,4.0
233,2023-01-02 14:50:00,0.0,4.0
240,2023-01-02 16:00:00,71.32332807791327,4.0
241,2023-01-02 16:10:00,62.105561797752806,4.0
242,2023-01-02 16:20:00,282.30795948447246,4.0
243,2023-01-02 16:30:00,270.39118020570544,4.0
244,2023-01-02 16:40:00,397.3985566470171,4.0
245,2023-01-02 16:50:00,354.8283561180056,4.0
264,2023-01-02 20:00:00,181.6132882882883,3.0
265,2023-01-02 20:10:00,366.5700000000001,3.0
266,2023-01-02 20:20:00,411.61098173515984,3.0
267,2023-01-02 20:30:00,363.41052580252864,3.0
268,2023-01-02 20:40:00,219.5556353194544,3.0
269,2023-01-02 20:50:00,154.67027677496992,3.0
270,2023-01-02 21:00:00,261.4963898916968,3.0
271,2023-01-02 21:10:00,174.17376490630323,3.0
272,2023-01-02 21:20:00,370.16253665445487,3.0
273,2023-01-02 21:30:00,97.72010869565216,3.0
274,2023-01-02 21:40:00,84.0,3.0
275,2023-01-02 21:50:00,0.0,3.0
288,2023-01-03 00:00:00,0.0,3.0
289,2023-01-03 00:10:00,0.0,3.0
290,2023-01-03 00:20:00,17.563333333333333,3.0
291,2023-01-03 00:30:00,215.2042328042328,3.0
292,2023-01-03 00:40:00,51.86243386243386,3.0
293,2023-01-03 00:50:00,67.0,3.0
294,2023-01-03 01:00:00,0.0,3.0
295,2023-01-03 01:10:00,0.0,3.0
296,2023-01-03 01:20:00,0.0,3.0
297,2023-01-03 01:30:00,0.0,3.0
298,2023-01-03 01:40:00,0.0,3.0
299,2023-01-03 01:50:00,0.0,3.0
300,2023-01-03 02:00:00,0.0,3.0
301,2023-01-03 02:10:00,8.0,3.0
302,2023-01-03 02:20:00,0.0,3.0
303,2023-01-03 02:30:00,0.0,3.0
304,2023-01-03 02:40:00,16.0,3.0
305,2023-01-03 02:50:00,0.0,3.0
306,2023-01-03 03:00:00,17.0,3.0
307,2023-01-03 03:10:00,0.0,3.0
308,2023-01-03 03:20:00,0.0,3.0
309,2023-01-03 03:30:00,0.0,3.0
310,2023-01-03 03:40:00,0.0,3.0
311,2023-01-03 03:50:00,0.0,3.0
312,2023-01-03 04:00:00,0.0,3.0
313,2023-01-03 04:10:00,0.0,3.0
314,2023-01-03 04:20:00,0.0,3.0
315,2023-01-03 04:30:00,0.0,3.0
316,2023-01-03 04:40:00,0.0,3.0
317,2023-01-03 04:50:00,0.0,3.0
318,2023-01-03 05:00:00,0.0,3.0
319,2023-01-03 05:10:00,0.0,3.0
320,2023-01-03 05:20:00,0.0,3.0
321,2023-01-03 05:30:00,0.0,3.0
322,2023-01-03 05:40:00,0.0,3.0
323,2023-01-03 05:50:00,0.0,3.0
330,2023-01-03 07:00:00,0.0,4.0
331,2023-01-03 07:10:00,0.0,4.0
332,2023-01-03 07:20:00,0.0,4.0
333,2023-01-03 07:30:00,0.0,4.0
334,2023-01-03 07:40:00,0.0,4.0
335,2023-01-03 07:50:00,0.0,4.0
336,2023-01-03 08:00:00,0.0,3.0
337,2023-01-03 08:10:00,0.0,3.0
338,2023-01-03 08:20:00,0.0,3.0
339,2023-01-03 08:30:00,0.0,3.0
340,2023-01-03 08:40:00,0.0,3.0
341,2023-01-03 08:50:00,0.0,3.0
348,2023-01-03 10:00:00,19.0,3.0
349,2023-01-03 10:10:00,0.0,3.0
350,2023-01-03 10:20:00,9.0,3.0
351,2023-01-03 10:30:00,0.0,3.0
352,2023-01-03 10:40:00,0.0,3.0
353,2023-01-03 10:50:00,0.0,3.0
354,2023-01-03 11:00:00,33.0,3.0
355,2023-01-03 11:10:00,0.0,3.0
356,2023-01-03 11:20:00,0.0,3.0
357,2023-01-03 11:30:00,0.0,3.0
358,2023-01-03 11:40:00,0.0,3.0
359,2023-01-03 11:50:00,3.111486486486486,3.0
366,2023-01-03 13:00:00,0.0,3.0
367,2023-01-03 13:10:00,0.0,3.0
368,2023-01-03 13:20:00,22.665558870464164,3.0
369,2023-01-03 13:30:00,35.74084507042254,3.0
370,2023-01-03 13:40:00,0.0,3.0
371,2023-01-03 13:50:00,52.62857142857143,3.0
390,2023-01-03 17:00:00,152.29602888086643,3.0
391,2023-01-03 17:10:00,29.575971119133573,3.0
392,2023-01-03 17:20:00,62.12799999999999,3.0
393,2023-01-03 17:30:00,16.0,3.0
394,2023-01-03 17:40:00,24.0,3.0
395,2023-01-03 17:50:00,0.0,3.0
396,2023-01-03 18:00:00,196.22466960352423,4.0
397,2023-01-03 18:10:00,265.0,4.0
398,2023-01-03 18:20:00,0.0,4.0
399,2023-01-03 18:30:00,13.234657039711191,4.0
400,2023-01-03 18:40:00,25.76534296028881,4.0
401,2023-01-03 18:50:00,25.0,4.0
402,2023-01-03 19:00:00,183.27,3.0
403,2023-01-03 19:10:00,393.6418852459016,3.0
404,2023-01-03 19:20:00,0.0,3.0
405,2023-01-03 19:30:00,0.0,3.0
406,2023-01-03 19:40:00,29.55924170616113,3.0
407,2023-01-03 19:50:00,41.60189573459716,3.0
408,2023-01-03 20:00:00,5.838862559241707,4.0
409,2023-01-03 20:10:00,0.0,4.0
410,2023-01-03 20:20:00,109.31506849315068,4.0
411,2023-01-03 20:30:00,237.76671589346645,4.0
412,2023-01-03 20:40:00,333.0682156133829,4.0
413,2023-01-03 20:50:00,0.0,4.0
414,2023-01-03 21:00:00,0.0,4.0
415,2023-01-03 21:10:00,29.77247769389156,4.0
416,2023-01-03 21:20:00,44.30816746739876,4.0
417,2023-01-03 21:30:00,14.88970588235294,4.0
418,2023-01-03 21:40:00,39.11029411764706,4.0
419,2023-01-03 21:50:00,29.2,4.0
420,2023-01-03 22:00:00,0.0,3.0
421,2023-01-03 22:10:00,3.0,3.0
422,2023-01-03 22:20:00,0.0,3.0
423,2023-01-03 22:30:00,0.0,3.0
424,2023-01-03 22:40:00,9.568627450980392,3.0
425,2023-01-03 22:50:00,54.431372549019606,3.0
426,2023-01-03 23:00:00,114.0,4.0
427,2023-01-03 23:10:00,0.0,4.0
428,2023-01-03 23:20:00,62.32387312186978,4.0
429,2023-01-03 23:30:00,86.18415900664428,4.0
430,2023-01-03 23:40:00,16.491967871485944,4.0
431,2023-01-03 23:50:00,50.0,4.0
456,2023-01-04 04:00:00,0.0,6.0
457,2023-01-04 04:10:00,0.0,6.0
458,2023-01-04 04:20:00,0.0,6.0
459,2023-01-04 04:30:00,0.0,6.0
460,2023-01-04 04:40:00,0.0,6.0
461,2023-01-04 04:50:00,0.0,6.0
462,2023-01-04 05:00:00,0.0,6.0
463,2023-01-04 05:10:00,0.0,6.0
464,2023-01-04 05:20:00,0.0,6.0
465,2023-01-04 05:30:00,0.0,6.0
466,2023-01-04 05:40:00,0.0,6.0
467,2023-01-04 05:50:00,0.0,6.0
492,2023-01-04 10:00:00,79.0,6.0
493,2023-01-04 10:10:00,0.0,6.0
494,2023-01-04 10:20:00,0.0,6.0
495,2023-01-04 10:30:00,0.0,6.0
496,2023-01-04 10:40:00,0.0,6.0
497,2023-01-04 10:50:00,0.0,6.0
498,2023-01-04 11:00:00,0.0,6.0
499,2023-01-04 11:10:00,0.0,6.0
500,2023-01-04 11:20:00,40.45410628019324,6.0
501,2023-01-04 11:30:00,38.54589371980676,6.0
502,2023-01-04 11:40:00,135.0,6.0
503,2023-01-04 11:50:00,0.0,6.0
510,2023-01-04 13:00:00,0.0,5.0
511,2023-01-04 13:10:00,0.0,5.0
512,2023-01-04 13:20:00,0.0,5.0
513,2023-01-04 13:30:00,55.15492957746479,5.0
514,2023-01-04 13:40:00,208.8450704225352,5.0
515,2023-01-04 13:50:00,0.0,5.0
516,2023-01-04 14:00:00,0.0,5.0
517,2023-01-04 14:10:00,0.0,5.0
518,2023-01-04 14:20:00,56.00000000000001,5.0
519,2023-01-04 14:30:00,82.37389770723104,5.0
520,2023-01-04 14:40:00,110.62610229276896,5.0
521,2023-01-04 14:50:00,0.0,5.0
528,2023-01-04 16:00:00,0.0,5.0
529,2023-01-04 16:10:00,0.0,5.0
530,2023-01-04 16:20:00,6.7142857142857135,5.0
531,2023-01-04 16:30:00,87.28571428571428,5.0
532,2023-01-04 16:40:00,0.0,5.0
533,2023-01-04 16:50:00,0.0,5.0
534,2023-01-04 17:00:00,0.0,5.0
535,2023-01-04 17:10:00,0.0,5.0
536,2023-01-04 17:20:00,0.0,5.0
537,2023-01-04 17:30:00,0.0,5.0
538,2023-01-04 17:40:00,0.0,5.0
539,2023-01-04 17:50:00,87.51656920077973,5.0
552,2023-01-04 20:00:00,0.0,5.0
553,2023-01-04 20:10:00,0.0,5.0
554,2023-01-04 20:20:00,75.0,5.0
555,2023-01-04 20:30:00,0.0,5.0
556,2023-01-04 20:40:00,34.0,5.0
557,2023-01-04 20:50:00,0.0,5.0
558,2023-01-04 21:00:00,0.0,5.0
559,2023-01-04 21:10:00,186.74806201550388,5.0
560,2023-01-04 21:20:00,0.0,5.0
561,2023-01-04 21:30:00,394.0,5.0
562,2023-01-04 21:40:00,190.0,5.0
563,2023-01-04 21:50:00,150.69708029197082,5.0
564,2023-01-04 22:00:00,107.1128512148785,5.0
565,2023-01-04 22:10:00,152.94358961991125,5.0
566,2023-01-04 22:20:00,90.24647887323944,5.0
567,2023-01-04 22:30:00,78.05802707930368,5.0
568,2023-01-04 22:40:00,85.86197292069633,5.0
569,2023-01-04 22:50:00,287.7914399922004,5.0
582,2023-01-05 01:00:00,77.045,5.0
583,2023-01-05 01:10:00,0.0,5.0
584,2023-01-05 01:20:00,145.11428571428573,5.0
585,2023-01-05 01:30:00,0.0,5.0
586,2023-01-05 01:40:00,0.0,5.0
587,2023-01-05 01:50:00,0.0,5.0
594,2023-01-05 03:00:00,0.0,6.0
595,2023-01-05 03:10:00,0.0,6.0
596,2023-01-05 03:20:00,0.0,6.0
597,2023-01-05 03:30:00,0.0,6.0
598,2023-01-05 03:40:00,0.0,6.0
599,2023-01-05 03:50:00,0.0,6.0
612,2023-01-05 06:00:00,0.0,5.0
613,2023-01-05 06:10:00,0.0,5.0
614,2023-01-05 06:20:00,0.0,5.0
615,2023-01-05 06:30:00,0.0,5.0
616,2023-01-05 06:40:00,0.0,5.0
617,2023-01-05 06:50:00,0.0,5.0
618,2023-01-05 07:00:00,0.0,6.0
619,2023-01-05 07:10:00,0.0,6.0
620,2023-01-05 07:20:00,0.0,6.0
621,2023-01-05 07:30:00,0.0,6.0
622,2023-01-05 07:40:00,0.0,6.0
623,2023-01-05 07:50:00,13.854251012145747,6.0
630,2023-01-05 09:00:00,0.0,5.0
631,2023-01-05 09:10:00,0.0,5.0
632,2023-01-05 09:20:00,0.0,5.0
633,2023-01-05 09:30:00,0.0,5.0
634,2023-01-05 09:40:00,0.0,5.0
635,2023-01-05 09:50:00,0.0,5.0
666,2023-01-05 15:00:00,0.0,6.0
667,2023-01-05 15:10:00,0.0,6.0
668,2023-01-05 15:20:00,50.0,6.0
669,2023-01-05 15:30:00,0.0,6.0
670,2023-01-05 15:40:00,0.0,6.0
671,2023-01-05 15:50:00,0.0,6.0
690,2023-01-05 19:00:00,174.0,5.0
691,2023-01-05 19:10:00,0.0,5.0
692,2023-01-05 19:20:00,0.0,5.0
693,2023-01-05 19:30:00,0.0,5.0
694,2023-01-05 19:40:00,42.0,5.0
695,2023-01-05 19:50:00,0.0,5.0
702,2023-01-05 21:00:00,0.0,5.0
703,2023-01-05 21:10:00,0.0,5.0
704,2023-01-05 21:20:00,0.0,5.0
705,2023-01-05 21:30:00,0.0,5.0
706,2023-01-05 21:40:00,84.0,5.0
707,2023-01-05 21:50:00,0.0,5.0
708,2023-01-05 22:00:00,0.0,4.0
709,2023-01-05 22:10:00,0.0,4.0
710,2023-01-05 22:20:00,0.0,4.0
711,2023-01-05 22:30:00,0.0,4.0
712,2023-01-05 22:40:00,0.0,4.0
713,2023-01-05 22:50:00,67.85714285714286,4.0
714,2023-01-05 23:00:00,35.88225108225108,6.0
715,2023-01-05 23:10:00,33.260606060606065,6.0
716,2023-01-05 23:20:00,0.0,6.0
717,2023-01-05 23:30:00,81.0,6.0
718,2023-01-05 23:40:00,46.0,6.0
719,2023-01-05 23:50:00,0.0,6.0
726,2023-01-06 01:00:00,57.35714285714285,5.0
727,2023-01-06 01:10:00,52.64285714285714,5.0
728,2023-01-06 01:20:00,0.0,5.0
729,2023-01-06 01:30:00,0.0,5.0
730,2023-01-06 01:40:00,0.0,5.0
731,2023-01-06 01:50:00,0.0,5.0
744,2023-01-06 04:00:00,0.0,5.0
745,2023-01-06 04:10:00,0.0,5.0
746,2023-01-06 04:20:00,0.0,5.0
747,2023-01-06 04:30:00,0.0,5.0
748,2023-01-06 04:40:00,0.0,5.0
749,2023-01-06 04:50:00,0.0,5.0
762,2023-01-06 07:00:00,0.0,4.0
763,2023-01-06 07:10:00,0.0,4.0
764,2023-01-06 07:20:00,0.0,4.0
765,2023-01-06 07:30:00,0.0,4.0
766,2023-01-06 07:40:00,0.0,4.0
767,2023-01-06 07:50:00,0.0,4.0
780,2023-01-06 10:00:00,12.0,5.0
781,2023-01-06 10:10:00,0.0,5.0
782,2023-01-06 10:20:00,270.7798960138648,5.0
783,2023-01-06 10:30:00,182.2201039861352,5.0
784,2023-01-06 10:40:00,0.0,5.0
785,2023-01-06 10:50:00,33.42348008385744,5.0
822,2023-01-06 17:00:00,103.53243243243244,5.0
823,2023-01-06 17:10:00,9.467567567567569,5.0
824,2023-01-06 17:20:00,0.0,5.0
825,2023-01-06 17:30:00,20.0,5.0
826,2023-01-06 17:40:00,40.0,5.0
827,2023-01-06 17:50:00,0.0,5.0
834,2023-01-06 19:00:00,0.0,3.0
835,2023-01-06 19:10:00,42.77835051546392,3.0
836,2023-01-06 19:20:00,0.2216494845360824,3.0
837,2023-01-06 19:30:00,230.983842010772,3.0
838,2023-01-06 19:40:00,51.016157989228006,3.0
839,2023-01-06 19:50:00,19.18936877076412,3.0
840,2023-01-06 20:00:00,56.81063122923588,6.0
841,2023-01-06 20:10:00,25.0,6.0
842,2023-01-06 20:20:00,0.0,6.0
843,2023-01-06 20:30:00,88.0,6.0
844,2023-01-06 20:40:00,158.0,6.0
845,2023-01-06 20:50:00,0.0,6.0
870,2023-01-07 01:00:00,0.0,5.0
871,2023-01-07 01:10:00,0.0,5.0
872,2023-01-07 01:20:00,0.0,5.0
873,2023-01-07 01:30:00,0.0,5.0
874,2023-01-07 01:40:00,0.0,5.0
875,2023-01-07 01:50:00,0.0,5.0
888,2023-01-07 04:00:00,0.0,3.0
889,2023-01-07 04:10:00,0.0,3.0
890,2023-01-07 04:20:00,0.0,3.0
891,2023-01-07 04:30:00,0.0,3.0
892,2023-01-07 04:40:00,0.0,3.0
893,2023-01-07 04:50:00,0.0,3.0
894,2023-01-07 05:00:00,0.0,5.0
895,2023-01-07 05:10:00,0.0,5.0
896,2023-01-07 05:20:00,0.0,5.0
897,2023-01-07 05:30:00,0.0,5.0
898,2023-01-07 05:40:00,0.0,5.0
899,2023-01-07 05:50:00,0.0,5.0
900,2023-01-07 06:00:00,0.0,5.0
901,2023-01-07 06:10:00,0.0,5.0
902,2023-01-07 06:20:00,0.0,5.0
903,2023-01-07 06:30:00,0.0,5.0
904,2023-01-07 06:40:00,0.0,5.0
905,2023-01-07 06:50:00,0.0,5.0
906,2023-01-07 07:00:00,0.0,5.0
907,2023-01-07 07:10:00,0.0,5.0
908,2023-01-07 07:20:00,0.0,5.0
909,2023-01-07 07:30:00,0.0,5.0
910,2023-01-07 07:40:00,0.0,5.0
911,2023-01-07 07:50:00,0.0,5.0
930,2023-01-07 11:00:00,0.0,5.0
931,2023-01-07 11:10:00,20.0,5.0
932,2023-01-07 11:20:00,69.0,5.0
933,2023-01-07 11:30:00,0.0,5.0
934,2023-01-07 11:40:00,0.0,5.0
935,2023-01-07 11:50:00,0.0,5.0
942,2023-01-07 13:00:00,0.0,5.0
943,2023-01-07 13:10:00,0.0,5.0
944,2023-01-07 13:20:00,0.0,5.0
945,2023-01-07 13:30:00,24.0,5.0
946,2023-01-07 13:40:00,0.0,5.0
947,2023-01-07 13:50:00,0.0,5.0
948,2023-01-07 14:00:00,6.869257950530034,5.0
949,2023-01-07 14:10:00,74.13074204946996,5.0
950,2023-01-07 14:20:00,0.0,5.0
951,2023-01-07 14:30:00,31.0,5.0
952,2023-01-07 14:40:00,0.0,5.0
953,2023-01-07 14:50:00,0.0,5.0
966,2023-01-07 17:00:00,0.0,4.0
967,2023-01-07 17:10:00,0.0,4.0
968,2023-01-07 17:20:00,0.0,4.0
969,2023-01-07 17:30:00,0.0,4.0
970,2023-01-07 17:40:00,42.0,4.0
971,2023-01-07 17:50:00,0.0,4.0
972,2023-01-07 18:00:00,0.0,3.0
973,2023-01-07 18:10:00,0.0,3.0
974,2023-01-07 18:20:00,0.0,3.0
975,2023-01-07 18:30:00,0.0,3.0
976,2023-01-07 18:40:00,0.0,3.0
977,2023-01-07 18:50:00,0.0,3.0
978,2023-01-07 19:00:00,120.51685393258428,4.0
979,2023-01-07 19:10:00,433.48314606741576,4.0
980,2023-01-07 19:20:00,323.5602294455067,4.0
981,2023-01-07 19:30:00,3.439770554493308,4.0
982,2023-01-07 19:40:00,0.0,4.0
983,2023-01-07 19:50:00,0.0,4.0
996,2023-01-07 22:00:00,0.0,4.0
997,2023-01-07 22:10:00,46.0,4.0
998,2023-01-07 22:20:00,0.0,4.0
999,2023-01-07 22:30:00,0.0,4.0
1000,2023-01-07 22:40:00,0.0,4.0
1001,2023-01-07 22:50:00,0.0,4.0
1020,2023-01-08 02:00:00,0.0,3.0
1021,2023-01-08 02:10:00,0.0,3.0
1022,2023-01-08 02:20:00,0.0,3.0
1023,2023-01-08 02:30:00,0.0,3.0
1024,2023-01-08 02:40:00,0.0,3.0
1025,2023-01-08 02:50:00,0.0,3.0
1026,2023-01-08 03:00:00,0.0,3.0
1027,2023-01-08 03:10:00,0.0,3.0
1028,2023-01-08 03:20:00,0.0,3.0
1029,2023-01-08 03:30:00,0.0,3.0
1030,2023-01-08 03:40:00,0.0,3.0
1031,2023-01-08 03:50:00,0.0,3.0
1038,2023-01-08 05:00:00,0.0,3.0
1039,2023-01-08 05:10:00,0.0,3.0
1040,2023-01-08 05:20:00,0.0,3.0
1041,2023-01-08 05:30:00,0.0,3.0
1042,2023-01-08 05:40:00,0.0,3.0
1043,2023-01-08 05:50:00,0.0,3.0
1056,2023-01-08 08:00:00,0.0,3.0
1057,2023-01-08 08:10:00,0.0,3.0
1058,2023-01-08 08:20:00,0.0,3.0
1059,2023-01-08 08:30:00,0.0,3.0
1060,2023-01-08 08:40:00,0.0,3.0
1061,2023-01-08 08:50:00,0.0,3.0
1062,2023-01-08 09:00:00,0.0,3.0
1063,2023-01-08 09:10:00,0.0,3.0
1064,2023-01-08 09:20:00,0.0,3.0
1065,2023-01-08 09:30:00,0.0,3.0
1066,2023-01-08 09:40:00,0.0,3.0
1067,2023-01-08 09:50:00,0.0,3.0
1068,2023-01-08 10:00:00,0.0,3.0
1069,2023-01-08 10:10:00,0.0,3.0
1070,2023-01-08 10:20:00,0.0,3.0
1071,2023-01-08 10:30:00,0.0,3.0
1072,2023-01-08 10:40:00,0.0,3.0
1073,2023-01-08 10:50:00,0.0,3.0
1080,2023-01-08 12:00:00,0.0,5.0
1081,2023-01-08 12:10:00,0.0,5.0
1082,2023-01-08 12:20:00,72.74247491638796,5.0
1083,2023-01-08 12:30:00,177.25752508361205,5.0
1084,2023-01-08 12:40:00,144.0,5.0
1085,2023-01-08 12:50:00,8.0,5.0
1086,2023-01-08 13:00:00,0.0,3.0
1087,2023-01-08 13:10:00,0.0,3.0
1088,2023-01-08 13:20:00,0.0,3.0
1089,2023-01-08 13:30:00,19.0,3.0
1090,2023-01-08 13:40:00,38.0,3.0
1091,2023-01-08 13:50:00,10.325,3.0
1092,2023-01-08 14:00:00,236.135211786372,3.0
1093,2023-01-08 14:10:00,238.9602709681002,3.0
1094,2023-01-08 14:20:00,297.5801104972376,3.0
1095,2023-01-08 14:30:00,136.16782006920414,3.0
1096,2023-01-08 14:40:00,242.57989473883973,3.0
1097,2023-01-08 14:50:00,222.49653326031577,3.0
1098,2023-01-08 15:00:00,203.7883834168058,3.0
1099,2023-01-08 15:10:00,250.96994991652755,3.0
1100,2023-01-08 15:20:00,568.5399592223312,3.0
1101,2023-01-08 15:30:00,593.3695165478565,3.0
1102,2023-01-08 15:40:00,273.18843446082803,3.0
1103,2023-01-08 15:50:00,17.65909090909091,3.0
1116,2023-01-08 18:00:00,49.87775891341256,3.0
1117,2023-01-08 18:10:00,0.0,3.0
1118,2023-01-08 18:20:00,0.0,3.0
1119,2023-01-08 18:30:00,40.65899581589958,3.0
1120,2023-01-08 18:40:00,24.341004184100417,3.0
1121,2023-01-08 18:50:00,0.0,3.0
1122,2023-01-08 19:00:00,0.0,3.0
1123,2023-01-08 19:10:00,0.0,3.0
1124,2023-01-08 19:20:00,0.0,3.0
1125,2023-01-08 19:30:00,0.0,3.0
1126,2023-01-08 19:40:00,0.0,3.0
1127,2023-01-08 19:50:00,0.0,3.0
1128,2023-01-08 20:00:00,236.86166666666665,3.0
1129,2023-01-08 20:10:00,704.3617099567099,3.0
1130,2023-01-08 20:20:00,128.3171639171639,3.0
1131,2023-01-08 20:30:00,2.45945945945946,3.0
1132,2023-01-08 20:40:00,0.0,3.0
1133,2023-01-08 20:50:00,23.0,3.0
1134,2023-01-08 21:00:00,0.0,4.0
1135,2023-01-08 21:10:00,0.0,4.0
1136,2023-01-08 21:20:00,0.0,4.0
1137,2023-01-08 21:30:00,0.0,4.0
1138,2023-01-08 21:40:00,0.0,4.0
1139,2023-01-08 21:50:00,0.0,4.0
1140,2023-01-08 22:00:00,0.0,4.0
1141,2023-01-08 22:10:00,0.0,4.0
1142,2023-01-08 22:20:00,0.0,4.0
1143,2023-01-08 22:30:00,0.0,4.0
1144,2023-01-08 22:40:00,0.0,4.0
1145,2023-01-08 22:50:00,0.0,4.0
1158,2023-01-09 01:00:00,0.0,3.0
1159,2023-01-09 01:10:00,0.0,3.0
1160,2023-01-09 01:20:00,0.0,3.0
1161,2023-01-09 01:30:00,13.0,3.0
1162,2023-01-09 01:40:00,0.0,3.0
1163,2023-01-09 01:50:00,13.0,3.0
