"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.442361304E1,-7.859622836E-1,-2.837391496E-1,-8.537642658E-2
7.443362204E1,-7.710571289E-1,-4.213366807E-1,-7.570941746E-2
7.444360204E1,-6.186024547E-1,-5.607035756E-1,-6.811353378E-3
7.445361104E1,-3.261594176E-1,-6.847117543E-1,1.153867319E-1
7.446362104E1,7.996520400E-2,-7.183771133E-1,2.587500811E-1
7.447360004E1,5.535088181E-1,-6.570698023E-1,3.828456700E-1
7.448357000E1,9.578613639E-1,-5.515851974E-1,4.359943569E-1
7.449358000E1,1.175279140E0,-4.890115261E-1,4.061384797E-1
7.450355900E1,1.160886049E0,-4.882180393E-1,3.135851324E-1
7.451356900E1,9.481391907E-1,-4.571866095E-1,1.901723593E-1
7.452354800E1,6.174897552E-1,-3.782763481E-1,7.963194698E-2
7.453355800E1,2.087847888E-1,-2.883366048E-1,-1.745864376E-2
7.454356800E1,-1.941114515E-1,-2.184875607E-1,-1.105989516E-1
7.455354700E1,-4.825115502E-1,-1.624218822E-1,-1.719544381E-1
7.456355700E1,-6.201125383E-1,-1.071851030E-1,-1.976920366E-1
7.457356600E1,-6.220145822E-1,-7.187292725E-2,-2.002657056E-1
7.458354600E1,-5.138808489E-1,-3.685510904E-2,-1.935241669E-1
7.459355600E1,-3.572773337E-1,-6.414111704E-3,-1.878747940E-1
7.460353500E1,-2.123812884E-1,3.272296116E-2,-2.090474963E-1
7.461354500E1,-1.259566545E-1,5.086867511E-2,-2.663512528E-1
7.462355400E1,-1.310755014E-1,6.923424453E-2,-3.338656723E-1
7.463353400E1,-1.869960278E-1,1.146414131E-1,-3.904181421E-1
7.464354300E1,-2.654644251E-1,1.840105057E-1,-4.401102662E-1
7.465355300E1,-3.254470825E-1,2.742045820E-1,-4.691938460E-1
7.466353200E1,-3.483160734E-1,3.359344304E-1,-4.778635502E-1
7.467354200E1,-3.268552721E-1,3.628986776E-1,-4.674330056E-1
7.468352100E1,-2.516345382E-1,3.618885279E-1,-4.422211349E-1
7.469353100E1,-1.307741702E-1,3.595598638E-1,-4.026145935E-1
7.470354100E1,1.562476717E-2,3.664900362E-1,-3.506980836E-1
7.471352000E1,1.337394267E-1,3.771714568E-1,-3.068603277E-1
7.472353000E1,2.141815275E-1,3.564573824E-1,-2.870331705E-1
7.473350900E1,2.500063479E-1,3.336138427E-1,-2.905011475E-1
7.474351900E1,2.389331609E-1,3.019653559E-1,-3.074105382E-1
7.475352900E1,1.559173763E-1,2.674406767E-1,-3.353958428E-1
7.476350800E1,6.277102977E-2,2.223331630E-1,-3.568721712E-1
7.477351800E1,-1.176818646E-2,2.153908312E-1,-3.416173160E-1
7.478352700E1,-1.800186746E-2,2.323715389E-1,-2.848327756E-1
7.479350700E1,5.292370543E-2,2.701740265E-1,-2.043749690E-1
7.480351600E1,1.786946952E-1,3.425554335E-1,-8.845560998E-2
7.481349600E1,3.348890841E-1,4.166187346E-1,6.549800187E-2
7.482350500E1,4.796357751E-1,4.851018786E-1,2.155164927E-1
7.483351500E1,5.683525801E-1,5.446427464E-1,3.343552351E-1
7.484349400E1,5.937950611E-1,5.921939611E-1,4.290989041E-1
7.485350400E1,5.526348948E-1,5.987170935E-1,4.854018688E-1
7.486351400E1,4.579960406E-1,5.163924694E-1,4.880011082E-1
7.487349300E1,3.005198836E-1,3.609775603E-1,4.397917688E-1
7.488350300E1,8.244773746E-2,1.198174059E-1,3.604508042E-1
7.489348200E1,-1.548188776E-1,-1.088629067E-1,2.701592445E-1
7.490349200E1,-3.265924156E-1,-2.437456995E-1,2.165264040E-1
7.491350200E1,-4.256729186E-1,-2.969681919E-1,2.106629163E-1
7.492348100E1,-3.918741643E-1,-2.626642585E-1,2.556927204E-1
7.493349100E1,-2.200091779E-1,-9.502597898E-2,3.645012379E-1
7.494350100E1,8.909891546E-2,1.732180268E-1,5.249829888E-1
7.495348000E1,4.444029629E-1,4.759299457E-1,7.029759288E-1
7.496349000E1,7.278451920E-1,7.451773882E-1,8.520171642E-1
7.497346900E1,8.503929377E-1,9.677433372E-1,9.649649858E-1
7.498347900E1,7.921992540E-1,1.075973511E0,1.036084771E0
7.499348800E1,5.550780296E-1,9.981023073E-1,1.022605181E0
7.500346800E1,1.994194388E-1,7.839028835E-1,9.400031567E-1
7.501347700E1,-1.715011001E-1,4.761304259E-1,8.177371621E-1
7.502348700E1,-4.359714985E-1,9.448353201E-2,7.136455178E-1
7.503346600E1,-5.297214389E-1,-1.660836041E-1,6.404882073E-1
7.504347600E1,-4.413634837E-1,-2.844685316E-1,5.962109566E-1
7.505345500E1,-1.530270278E-1,-3.622679710E-1,6.519842148E-1
7.506346500E1,2.811840177E-1,-3.070403039E-1,7.784510255E-1
7.507347500E1,7.285239697E-1,-1.663827747E-1,9.344949126E-1
7.508345400E1,1.072127223E0,-1.871839724E-2,1.074545264E0
7.509346400E1,1.231424809E0,1.365566701E-1,1.181623697E0
7.510344300E1,1.165670276E0,2.981482446E-1,1.242642403E0
7.511345300E1,8.768678308E-1,4.574002028E-1,1.230228424E0
7.512346300E1,4.566981792E-1,5.900027156E-1,1.171820641E0
7.513344200E1,-4.258299619E-2,6.442917585E-1,1.089056492E0
7.514345200E1,-5.290700197E-1,5.593786240E-1,9.852362275E-1
7.515346200E1,-9.026612043E-1,4.036020935E-1,8.959755898E-1
7.516344100E1,-1.103994608E0,2.692430913E-1,8.288630247E-1
7.517345100E1,-1.152429819E0,1.189515889E-1,7.871310711E-1
7.518343000E1,-1.071448565E0,1.339580677E-2,7.658755779E-1
7.519344000E1,-8.943330646E-1,-3.264997900E-2,7.686566710E-1
7.520344900E1,-6.671154499E-1,-2.277622186E-2,7.963064313E-1
7.521342900E1,-4.204865098E-1,5.102343485E-2,8.436267972E-1
7.522343800E1,-1.695823669E-1,1.595850587E-1,9.105861187E-1
7.523344800E1,5.618923903E-2,2.961988449E-1,9.720620513E-1
7.524342700E1,2.409576625E-1,4.307218492E-1,1.006223679E0
7.525343700E1,3.607575595E-1,5.276769400E-1,1.015195131E0
7.526341600E1,4.354301691E-1,5.874490142E-1,1.012762547E0
7.527342600E1,4.374176860E-1,6.262757182E-1,1.008008838E0
7.528343600E1,4.034271538E-1,6.153731346E-1,1.006024599E0
7.529341500E1,3.421283662E-1,5.852706432E-1,1.008642435E0
7.530342500E1,2.756451666E-1,5.393042564E-1,1.011502266E0
7.531343500E1,1.884963959E-1,5.095447898E-1,1.005781531E0
7.532341400E1,8.988020569E-2,4.772498906E-1,9.868470430E-1
7.533342400E1,-2.020289190E-2,4.306677580E-1,9.440255761E-1
7.534340300E1,-1.078637093E-1,3.850427568E-1,8.759733438E-1
7.535341300E1,-1.705033928E-1,3.545732796E-1,8.086752295E-1
7.536342200E1,-2.212613076E-1,3.315050006E-1,7.446331382E-1
7.537340200E1,-2.489390075E-1,3.062417209E-1,6.949625611E-1
7.538341100E1,-2.518868446E-1,2.519366741E-1,6.637060642E-1
7.539342100E1,-2.264592648E-1,1.699560583E-1,6.333431005E-1
7.540340000E1,-1.545896679E-1,9.931941330E-2,5.910659432E-1
7.541341000E1,-7.502027601E-2,5.868916586E-2,5.453935266E-1
7.542338900E1,2.526065335E-3,1.890733838E-2,4.907214642E-1
7.543339900E1,5.519433692E-2,1.072846353E-4,4.287717938E-1
7.544340900E1,5.555544049E-2,2.361619473E-2,3.585653603E-1
7.545338800E1,2.122596093E-2,7.525914907E-2,2.982346416E-1
7.546339800E1,-3.381853551E-2,1.159714833E-1,2.692439556E-1
7.547337700E1,-8.836114407E-2,1.527353674E-1,2.634385228E-1
7.548334250E1,-1.122637391E-1,1.824778318E-1,2.701567411E-1
7.549335250E1,-7.329210639E-2,1.665553302E-1,3.042334616E-1
7.550333150E1,-1.658123918E-3,1.219264865E-1,3.171805441E-1
7.551334150E1,9.080229700E-2,1.989625581E-2,3.107042611E-1
7.552335150E1,1.732396036E-1,-7.383105904E-2,3.063670993E-1
7.553333050E1,2.543211281E-1,-1.677458286E-1,3.272329569E-1
7.554334050E1,3.365501463E-1,-2.291888595E-1,3.519864976E-1
7.555331950E1,3.998734653E-1,-2.373743504E-1,3.580121696E-1
7.556332950E1,3.636413515E-1,-1.944959015E-1,3.503441811E-1
7.557333850E1,2.048698217E-1,-1.337278932E-1,3.446026742E-1
7.558331850E1,-5.563272536E-2,-1.300046593E-2,3.119573295E-1
7.559332750E1,-3.542258143E-1,9.342264384E-2,2.638683617E-1
7.560333750E1,-6.075267792E-1,1.689191312E-1,1.984219849E-1
7.561331650E1,-7.087114453E-1,1.364352107E-1,8.642886579E-2
7.562332650E1,-6.436733603E-1,1.037915703E-2,-1.230431274E-1
7.563330550E1,-4.539630711E-1,-6.253685802E-2,-1.460216641E-1
7.564331550E1,-3.301768303E-1,-2.387714833E-1,-7.126411796E-2
7.565332550E1,-3.961814046E-1,-8.431801796E-1,1.965649277E-1
7.566330450E1,-2.440639585E-1,-6.348133087E-1,8.812000751E-1
7.567331450E1,-4.603530467E-2,6.003675051E-3,1.270553112E0
7.568332450E1,1.696213707E-2,3.322063386E-1,1.036997080E0
7.569330350E1,-2.724748105E-3,2.665644586E-1,5.543350577E-1
7.570331350E1,-7.951111533E-3,-5.567261949E-3,1.923035979E-1
7.571329250E1,3.851971775E-2,-3.222948909E-1,7.880527526E-2
7.572330250E1,1.210265979E-1,-5.186315775E-1,1.216295138E-1
7.573331250E1,1.950520724E-1,-4.770514369E-1,1.931513548E-1
7.574329150E1,2.524761856E-1,-2.961840630E-1,2.411487103E-1
7.575330150E1,2.757964134E-1,-9.210868925E-2,2.293631583E-1
7.576331050E1,2.708084285E-1,5.026940256E-2,1.736260653E-1
7.577329050E1,2.542182505E-1,1.210801899E-1,9.712837636E-2
7.578329950E1,2.115700543E-1,1.797133833E-1,4.388803244E-2
7.579327950E1,1.462704092E-1,2.483497113E-1,-1.074325386E-2
7.580328850E1,7.543163747E-2,3.169070482E-1,-1.482895911E-1
7.581329850E1,-6.387591362E-3,4.061407745E-1,-3.631030917E-1
7.582327750E1,-1.160730794E-1,5.003927350E-1,-5.719751120E-1
7.583328750E1,-2.518729866E-1,5.473673940E-1,-7.108924985E-1
7.584326650E1,-3.195474744E-1,5.449259281E-1,-7.303571105E-1
7.585327650E1,-2.569943666E-1,5.014021397E-1,-6.685885787E-1
7.586328650E1,-1.392917484E-1,4.144243598E-1,-6.406437159E-1
7.587326550E1,-1.642786711E-2,3.145036101E-1,-6.046572328E-1
7.588327550E1,9.843549132E-2,2.791918814E-1,-5.612437129E-1
7.589328550E1,1.849384159E-1,3.266169131E-1,-5.316439867E-1
7.590326450E1,2.149355859E-1,3.333872557E-1,-4.988566935E-1
7.591330450E1,1.652234346E-1,2.886647880E-1,-4.943399727E-1
7.592328350E1,1.445796639E-1,2.436789721E-1,-3.985047936E-1
7.593329350E1,1.417098045E-1,1.548085958E-1,-2.920079231E-1
7.594330350E1,1.392077655E-1,-2.817001007E-2,-2.624132633E-1
7.595328250E1,1.598937064E-1,-2.267092764E-1,-2.759607732E-1
7.596329250E1,1.506970078E-1,-3.352397680E-1,-3.059197366E-1
7.597327150E1,1.479440480E-1,-3.192203343E-1,-2.197957039E-1
7.598328150E1,1.240464449E-1,-2.801629603E-1,-1.465065777E-1
7.599329150E1,1.003766209E-1,-2.391458452E-1,-1.340763271E-1
7.600327050E1,1.748814732E-1,-4.025792480E-1,-4.656697810E-2
7.601328050E1,2.043937296E-1,-6.495369673E-1,8.717241138E-2
7.602325950E1,6.026798487E-2,-6.459265351E-1,5.823637173E-2
7.603326950E1,-4.811493680E-2,-4.776965380E-1,-8.721528202E-2
7.604327950E1,-5.169183016E-2,-3.625566363E-1,-1.313832849E-1
7.605325850E1,-2.888778225E-2,-3.330488503E-1,-8.172287792E-2
7.606326850E1,-5.194809660E-2,-3.422077298E-1,-9.172245860E-3
7.607327750E1,-7.018382847E-2,-3.434152007E-1,5.778494850E-2
7.608325750E1,-7.636848837E-2,-3.113880157E-1,1.059985533E-1
7.609326650E1,-8.206755668E-2,-2.962855995E-1,1.385722309E-1
7.610324650E1,-1.184372883E-2,-7.831343412E-1,3.171739280E-1
7.611325550E1,-8.395346813E-4,-1.224024892E0,4.303186834E-1
7.612326550E1,-1.049528942E-1,-1.048545241E0,3.203160167E-1
7.613324450E1,-1.458342671E-1,-5.499597788E-1,1.661081761E-1
7.614325450E1,-8.381803334E-2,-2.099513561E-1,8.870234340E-2
7.615326450E1,-6.154470891E-2,-6.852113456E-2,8.245756477E-2
7.616324350E1,-7.833220810E-2,-2.465513907E-2,6.878516078E-2
7.617325350E1,-1.087192222E-1,2.779990435E-2,1.646342129E-2
7.618323250E1,-1.052350104E-1,1.485545486E-1,-3.379894793E-2
7.619324250E1,-1.526131202E-2,3.321700990E-1,-5.115382001E-2
7.620325250E1,1.506368518E-1,5.134871602E-1,-5.262468383E-2
7.621323150E1,2.905918658E-1,6.999610662E-1,-5.224837363E-2
7.622324150E1,3.330165446E-1,8.669338226E-1,-5.517811701E-2
7.623325050E1,2.677456141E-1,9.873972535E-1,-5.014181882E-2
7.624323050E1,1.217197180E-1,1.046325803E0,-4.568555206E-2
7.625324050E1,-7.378758490E-2,1.014322519E0,-5.048159510E-2
7.626321950E1,-2.674894035E-1,8.519967198E-1,-7.606631517E-2
7.627322950E1,-4.380744398E-1,6.179844141E-1,-1.149924025E-1
7.628323850E1,-5.725950003E-1,3.523886502E-1,-1.739329398E-1
7.629321850E1,-7.177940607E-1,-3.790352494E-4,-2.221297324E-1
7.630322750E1,-8.317278624E-1,-4.221459925E-1,-2.572224736E-1
7.631323750E1,-8.598831892E-1,-7.570645213E-1,-2.761243582E-1
7.632321650E1,-8.012177348E-1,-8.817995191E-1,-2.740654647E-1
7.633322650E1,-6.648495793E-1,-7.566620111E-1,-2.433741689E-1
7.634320550E1,-5.069515705E-1,-3.767490387E-1,-1.930007339E-1
7.635321550E1,-4.004949629E-1,5.392372981E-2,-1.426107585E-1
7.636322550E1,-3.511969447E-1,3.504278362E-1,-1.106925011E-1
7.637320450E1,-3.014146090E-1,4.691655934E-1,-1.054212674E-1
7.638321450E1,-2.373639643E-1,4.164642990E-1,-1.266221553E-1
7.639319350E1,-1.035329923E-1,2.703150511E-1,-1.381459385E-1
7.640320350E1,1.756227389E-2,1.237386763E-1,-1.420253664E-1
7.641321350E1,2.289690822E-2,-1.546392031E-2,-1.563747227E-1
7.642319250E1,-5.925841257E-2,-1.492360979E-1,-1.751734465E-1
7.643320250E1,-1.797735393E-1,-2.599194348E-1,-2.067213058E-1
7.644321150E1,-2.982687354E-1,-3.378160894E-1,-2.429384291E-1
7.645319150E1,-3.927778006E-1,-4.309880435E-1,-2.819776535E-1
7.646320050E1,-4.016285539E-1,-5.551632643E-1,-2.915498614E-1
7.647318050E1,-2.728230059E-1,-6.151652336E-1,-2.754528821E-1
7.648315325E1,-8.311725408E-2,-5.710992813E-1,-2.461948544E-1
7.649316325E1,7.792265713E-2,-4.577918053E-1,-1.985251755E-1
7.650314225E1,1.388728321E-1,-3.282300830E-1,-1.580296904E-1
7.651315225E1,1.261017919E-1,-1.952909678E-1,-1.288392544E-1
7.652316225E1,8.126801252E-2,-6.822969019E-2,-9.217418730E-2
7.653314125E1,2.354683168E-2,5.253302678E-2,-5.511207134E-2
7.654315125E1,-3.247995302E-2,1.640358567E-1,-3.065998666E-2
7.655313025E1,-8.890056610E-2,2.567223907E-1,-2.627062798E-2
7.656314025E1,-1.224009991E-1,3.123022914E-1,-2.384688519E-2
7.657315025E1,-8.752239496E-2,3.508138657E-1,-8.864934556E-3
7.658312925E1,3.153177444E-3,3.756273389E-1,1.330854371E-2
7.659313925E1,1.087871939E-1,3.551161885E-1,4.900076240E-2
7.660314925E1,1.766400188E-1,2.863744199E-1,9.973397851E-2
7.661312825E1,2.287796140E-1,2.032296062E-1,1.468293071E-1
7.662313825E1,2.570914328E-1,1.346710473E-1,1.797228009E-1
7.663311725E1,2.785168290E-1,7.046131790E-2,1.948477924E-1
7.664312725E1,2.966103554E-1,5.848499946E-3,2.012590915E-1
7.665313625E1,3.129422367E-1,-5.858387053E-2,1.917412132E-1
7.666311625E1,3.285853565E-1,-9.668091685E-2,1.775095463E-1
7.667312525E1,3.235214651E-1,-6.973527372E-2,1.709673703E-1
7.668313525E1,2.983652353E-1,-1.079339348E-2,1.776074320E-1
7.669311425E1,2.558289766E-1,4.677749798E-2,1.813489944E-1
7.670312425E1,2.405946553E-1,9.020593017E-2,1.861101836E-1
7.671310325E1,2.649478018E-1,1.151903197E-1,1.958651245E-1
7.672311325E1,3.119858801E-1,1.233965829E-1,2.166295201E-1
7.673312325E1,3.377650976E-1,1.159493476E-1,2.327032387E-1
7.674310225E1,2.978917062E-1,9.114759415E-2,2.410679609E-1
7.675311225E1,2.258467674E-1,-5.709324032E-3,2.281063497E-1
7.676312225E1,1.219813526E-1,-1.216934472E-1,2.001966983E-1
7.677310125E1,6.475058943E-2,-2.372183055E-1,1.680478156E-1
7.678311125E1,4.131503403E-2,-3.070826232E-1,1.415331215E-1
7.679309025E1,5.456567183E-2,-3.712185621E-1,1.215007678E-1
7.680310025E1,1.017427742E-1,-4.206622541E-1,9.315115213E-2
7.681311025E1,1.413047016E-1,-3.999295831E-1,7.760357857E-2
7.682308925E1,1.766328663E-1,-3.311175108E-1,9.339878708E-2
7.683309925E1,1.936883628E-1,-2.156992853E-1,1.305636466E-1
7.684307825E1,1.927658468E-1,-9.064228833E-2,1.688356698E-1
7.685308825E1,1.925094724E-1,8.023739792E-3,1.925414801E-1
7.686309725E1,1.951896846E-1,9.893207252E-2,1.993988454E-1
7.687307725E1,2.020673007E-1,1.599367261E-1,2.031929791E-1
7.688308625E1,2.281806618E-1,1.936811060E-1,2.118114978E-1
7.689309625E1,2.498258203E-1,2.167101353E-1,2.292251289E-1
7.690307525E1,2.400291115E-1,2.080466002E-1,2.458232790E-1
7.691305525E1,1.601826400E-1,1.672760993E-1,2.678563893E-1
7.692306425E1,1.111074351E-2,7.466659695E-2,2.851518691E-1
7.693304425E1,-1.679005623E-1,-8.113045245E-2,2.919402421E-1
7.694305325E1,-3.319900334E-1,-2.556586564E-1,2.809290290E-1
7.695306325E1,-4.493965507E-1,-3.932380974E-1,2.716607153E-1
7.696304225E1,-5.374267697E-1,-4.955637753E-1,2.736809850E-1
7.697305225E1,-5.617475510E-1,-6.307492852E-1,2.793164849E-1
7.698303125E1,-4.493602514E-1,-7.338737845E-1,3.011941314E-1
7.699304125E1,-2.025304735E-1,-7.040522099E-1,3.350897729E-1
7.700305125E1,1.153488755E-1,-5.408203006E-1,3.635648787E-1
7.701303025E1,4.214456677E-1,-3.003515601E-1,3.656586409E-1
7.702304025E1,6.393130422E-1,-7.150331140E-2,3.490279317E-1
7.703301925E1,7.169346213E-1,1.645707339E-1,3.415572345E-1
7.704302925E1,6.579034328E-1,3.550442457E-1,3.412104845E-1
7.705303925E1,4.832237661E-1,4.513728917E-1,3.312782347E-1
7.706301825E1,2.698960900E-1,4.519392550E-1,3.018410504E-1
7.707302825E1,6.682287902E-2,3.773041666E-1,2.516324818E-1
7.708303725E1,-7.613265514E-2,2.294429392E-1,1.698712409E-1
7.709301725E1,-1.494281739E-1,5.624639243E-2,7.420969754E-2
7.710302725E1,-1.514901072E-1,-9.655626118E-2,-1.187281683E-3
7.711300625E1,-1.126148775E-1,-2.125963122E-1,-6.103942916E-2
7.712301625E1,-1.949014515E-2,-2.787396014E-1,-1.182971671E-1
7.713302525E1,8.319309354E-2,-2.589110434E-1,-1.932822019E-1
7.714300525E1,1.250011176E-1,-1.647636890E-1,-2.673822343E-1
7.715301425E1,6.281257421E-2,-3.421846405E-2,-3.076601624E-1
7.716302425E1,-6.790896505E-2,8.684883267E-2,-3.134528697E-1
7.717300325E1,-1.887443066E-1,2.065163702E-1,-3.041339219E-1
7.718301325E1,-2.599371672E-1,3.083563745E-1,-2.924436033E-1
7.719299225E1,-2.586476505E-1,3.857715130E-1,-2.741450369E-1
7.720300225E1,-1.991231591E-1,4.283629060E-1,-2.495417744E-1
7.721301225E1,-1.083096191E-1,4.468433857E-1,-2.222723365E-1
7.722299125E1,-2.283021435E-2,4.352336824E-1,-1.934312433E-1
7.723300125E1,6.021593511E-2,4.099096954E-1,-1.668510288E-1
7.724301125E1,1.191610694E-1,3.914507926E-1,-1.378585845E-1
7.725299025E1,1.323469132E-1,3.668392003E-1,-1.118176579E-1
7.726300025E1,9.904937446E-2,3.284232318E-1,-8.249679953E-2
7.727297925E1,1.552278921E-2,2.905823588E-1,-4.891434312E-2
7.728298925E1,-9.772505611E-2,2.509441078E-1,-9.279803373E-3
7.729299825E1,-2.098766267E-1,1.931833327E-1,2.673811838E-2
7.730297825E1,-2.828527093E-1,1.440258324E-1,5.903309584E-2
7.731298725E1,-3.032634258E-1,1.061650068E-1,8.502580971E-2
7.732299725E1,-2.830190957E-1,7.994712889E-2,1.203553155E-1
7.733297625E1,-2.323783189E-1,8.575255424E-2,1.635640413E-1
7.734298625E1,-1.812838614E-1,8.667712659E-2,2.178939730E-1
7.735296525E1,-1.296643466E-1,8.006982505E-2,2.753319442E-1
7.736297525E1,-7.604682446E-2,8.745721728E-2,3.302824199E-1
7.737298525E1,-3.514385968E-2,7.746530324E-2,3.760962486E-1
7.738296425E1,-3.891326254E-3,1.587547734E-2,4.176003933E-1
7.739297425E1,3.447790071E-2,-5.634519458E-2,4.565824270E-1
7.740295325E1,7.911359519E-2,-1.005501747E-1,4.955417216E-1
7.741296325E1,1.141813025E-1,-1.208514571E-1,5.381536484E-1
7.742297325E1,1.357654929E-1,-1.069611758E-1,5.794254541E-1
7.743295225E1,1.323398650E-1,-6.818368286E-2,6.183872819E-1
7.744296225E1,9.998586774E-2,-3.724283725E-2,6.505713463E-1
7.745297225E1,4.592555761E-2,-1.857780479E-2,6.760010719E-1
7.746295125E1,-8.772430010E-3,-1.458738744E-2,6.848736405E-1
7.747296125E1,-5.145171657E-2,-3.097354993E-2,6.829583049E-1
7.748294025E1,-8.200912178E-2,-4.658302292E-2,6.703929305E-1
7.749293479E1,-8.845183998E-2,-6.276491284E-2,6.584340334E-1
7.750294379E1,-5.208045617E-2,-5.939918384E-2,6.542680264E-1
7.751292379E1,3.904519230E-2,-7.532259449E-3,6.504299045E-1
7.752293279E1,1.781891137E-1,1.061369851E-1,6.482908130E-1
7.753294279E1,3.284915388E-1,2.663269043E-1,6.475843191E-1
7.754292179E1,4.114356935E-1,4.068054557E-1,6.444364190E-1
7.755293179E1,3.769157827E-1,4.727384150E-1,6.494879127E-1
7.756291079E1,2.507069409E-1,4.622784257E-1,6.631943583E-1
7.757292079E1,7.544219494E-2,4.101917744E-1,6.631858349E-1
7.758293079E1,-6.604069471E-2,3.249295950E-1,6.584028006E-1
7.759290979E1,-1.422872692E-1,2.513864040E-1,6.597903371E-1
7.760291979E1,-1.425053179E-1,2.116299719E-1,6.717897058E-1
7.761292979E1,-8.726017177E-2,2.119708657E-1,6.972471476E-1
7.762290879E1,-5.067718215E-3,2.706110477E-1,7.352368236E-1
7.763291879E1,8.724436164E-2,3.583480716E-1,7.768703103E-1
7.764289779E1,1.559583098E-1,4.356479943E-1,8.270174265E-1
7.765290779E1,1.853753328E-1,4.628556371E-1,8.671605587E-1
7.766291779E1,1.866539866E-1,4.661182165E-1,8.915193677E-1
7.767289679E1,1.966059506E-1,4.553201795E-1,9.128015041E-1
7.768290679E1,2.237403691E-1,4.578397572E-1,9.298806787E-1
7.769291579E1,2.617889643E-1,4.577518702E-1,9.453536272E-1
7.770289579E1,2.847872376E-1,4.488398731E-1,9.607459307E-1
7.771290479E1,2.638686299E-1,4.354055524E-1,9.786631465E-1
7.772288479E1,1.930559129E-1,4.040726423E-1,9.977555871E-1
7.773289379E1,8.945468068E-2,3.619736731E-1,1.015160680E0
7.774290379E1,-1.877222024E-2,3.034803867E-1,1.030511856E0
7.775288279E1,-1.387446970E-1,2.497244775E-1,1.037345529E0
7.776289279E1,-2.319049239E-1,1.870771050E-1,1.044133306E0
7.777287179E1,-2.908095121E-1,1.159185171E-1,1.054736733E0
7.778288179E1,-3.172621429E-1,4.646543041E-2,1.058884978E0
7.779289179E1,-3.046216965E-1,-5.976205692E-3,1.045856476E0
7.780287079E1,-2.558252811E-1,-1.115972549E-2,1.018371105E0
7.781288079E1,-1.686871797E-1,4.774247482E-2,9.816882014E-1
7.782289079E1,-5.793041363E-2,1.483981907E-1,9.448956251E-1
7.783286979E1,4.581089318E-2,2.437657267E-1,9.285075665E-1
7.784287979E1,1.297600269E-1,3.148559630E-1,9.203100801E-1
7.785285879E1,1.766220778E-1,3.772386312E-1,9.125463963E-1
7.786286879E1,1.700327843E-1,4.259495735E-1,8.889291883E-1
7.787287779E1,1.219571456E-1,4.675060511E-1,8.576242924E-1
7.788285779E1,5.494269729E-2,5.023124814E-1,8.283863664E-1
7.789286679E1,-3.027526289E-2,4.978788495E-1,8.097892404E-1
7.790287679E1,-1.125727668E-1,4.511458576E-1,8.067705035E-1
7.791285579E1,-1.620007753E-1,3.511084616E-1,7.994955182E-1
7.792286579E1,-1.790301055E-1,2.111665606E-1,7.810232639E-1
7.793284479E1,-1.680669338E-1,7.938189805E-2,7.464349270E-1
7.794285479E1,-1.188071296E-1,-1.236994937E-2,6.963822246E-1
7.795286479E1,-7.003240287E-2,-5.211523175E-2,6.454260945E-1
7.796284379E1,-2.804552205E-2,-5.265304819E-2,6.156742573E-1
7.797285379E1,-2.839327790E-4,-3.519602492E-2,6.101841331E-1
7.798286379E1,1.947077364E-2,-1.613808982E-2,6.203358173E-1
7.799284279E1,4.393243790E-2,1.348225400E-3,6.313294172E-1
7.800285279E1,5.808202177E-2,2.343272418E-2,6.303567886E-1
7.801283179E1,5.173570663E-2,1.203546021E-2,6.089785099E-1
7.802284179E1,2.880260162E-2,-3.097690083E-2,5.597576499E-1
7.803285179E1,-2.227123454E-2,-7.810952514E-2,4.975555837E-1
7.804283079E1,-9.149287641E-2,-1.237990856E-1,4.378046989E-1
7.805284079E1,-1.593321115E-1,-1.923813522E-1,3.830975294E-1
7.806284979E1,-2.143761665E-1,-2.614263296E-1,3.434616029E-1
7.807282979E1,-2.177368104E-1,-2.946258187E-1,3.195690811E-1
7.808283879E1,-1.675364226E-1,-3.032493889E-1,3.073897362E-1
7.809281879E1,-6.631845236E-2,-2.874512374E-1,3.051398993E-1
7.810282779E1,6.939123571E-2,-2.274320722E-1,3.214735985E-1
7.811283779E1,2.087720335E-1,-1.010427102E-1,3.439933062E-1
7.812281679E1,3.055445254E-1,9.459037334E-2,3.579510748E-1
7.813282679E1,2.834962010E-1,3.004953265E-1,3.423422873E-1
7.814283679E1,1.156102121E-1,4.486589432E-1,3.036738038E-1
7.815281579E1,-1.555219591E-1,5.172086954E-1,2.441976815E-1
7.816282579E1,-4.630256295E-1,4.782167673E-1,1.648972183E-1
7.817280479E1,-7.160760164E-1,3.707805872E-1,9.166694432E-2
7.818281479E1,-8.243518472E-1,2.271786779E-1,4.603375867E-2
7.819282479E1,-7.171513438E-1,1.198657900E-1,4.290960729E-2
7.820280379E1,-4.307895303E-1,5.481307954E-2,9.363825619E-2
7.821281379E1,-5.943543091E-2,2.419551462E-2,1.644879282E-1
7.822279279E1,2.610600591E-1,1.540231612E-2,2.106444389E-1
7.823280279E1,4.344009459E-1,4.114336520E-2,2.330943644E-1
7.824281279E1,4.510447681E-1,1.253604293E-1,2.533842325E-1
7.825279179E1,3.372398913E-1,2.393895239E-1,2.750575542E-1
7.826280179E1,1.889916509E-1,3.307249248E-1,3.042095900E-1
7.827281079E1,5.147827044E-2,3.837410212E-1,3.292206526E-1
7.828279079E1,-2.795423940E-2,3.612420857E-1,3.590613902E-1
