"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.578846028E2,5.233442830E1,4.866560977E0,3.849143982E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.588845642E2,5.233442830E1,4.866560977E0,3.848533630E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.598845247E2,5.233442830E1,4.866560977E0,3.847923279E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.608844856E2,5.233442830E1,4.866560977E0,3.848533630E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.618844469E2,5.233442830E1,4.866560977E0,3.848533630E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.628844073E2,5.233442830E1,4.866560977E0,3.849754333E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.638843690E2,5.233442830E1,4.866560977E0,3.849754333E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.648843303E2,5.233442830E1,4.866560977E0,3.849143982E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.658842906E2,5.233442830E1,4.866560977E0,3.849143982E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.668842522E2,5.233442830E1,4.866560977E0,3.849143982E-1,0.000000000E0,9.738281250E1,1.228855168E2,1.228855168E2
1.678842130E2,5.233442830E1,4.866517307E0,3.828392029E-1,-1.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.688841738E2,5.233442830E1,4.866517307E0,3.838157654E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.698841361E2,5.233442830E1,4.866517307E0,3.838157654E-1,0.000000000E0,-1.000000000E0,2.217038632E2,2.217038632E2
1.708840973E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.718840578E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.728840182E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.738839792E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.748839412E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.758839024E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.768838632E2,5.233442830E1,4.866517307E0,3.817405701E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.778838243E2,5.233442830E1,4.866517307E0,3.820457458E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.788837849E2,5.233442830E1,4.866517307E0,3.822898865E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.798837471E2,5.233442830E1,4.866517307E0,3.823509216E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.808837072E2,5.233442830E1,4.866517307E0,3.825340271E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.818836683E2,5.233442830E1,4.866517307E0,3.826560974E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.828836302E2,5.233442830E1,4.866517307E0,3.829002380E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.838835903E2,5.233442830E1,4.866517307E0,3.829612732E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.848835521E2,5.233442830E1,4.866517307E0,3.831443787E-1,0.000000000E0,9.738281250E1,1.217038632E2,1.217038632E2
1.858835125E2,5.233442830E1,4.866517307E0,3.833885193E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.868834741E2,5.233442830E1,4.866517307E0,3.835716248E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.878834347E2,5.233442830E1,4.866517307E0,3.836936951E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.888833961E2,5.233442830E1,4.866517307E0,3.837547302E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.898833579E2,5.233442830E1,4.866517307E0,3.836936951E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.908833177E2,5.233442830E1,4.866517307E0,3.838157654E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.918832792E2,5.233442830E1,4.866517307E0,3.839988708E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.928832396E2,5.233442830E1,4.866517307E0,3.843650818E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.938832012E2,5.233442830E1,4.866517307E0,3.844871521E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.948831627E2,5.233442830E1,4.866517307E0,3.845481873E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.958831236E2,5.233442830E1,4.866517307E0,3.847312927E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.968830848E2,5.233442830E1,4.866517307E0,3.849143982E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
