Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
1654686972831926016,52.33441367,4.866688633,0.4239768982,0.0,-1.0,50.0,50.0
1654687042719947776,52.33441367,4.866688633,0.4326438904,0.0,-1.0,50.0,50.0
1654687113607931136,52.33441367,4.866688633,0.4300804138,0.0,-1.0,50.0,50.0
1654687185495876864,52.33441367,4.866688633,0.4242210388,0.0,-1.0,50.0,50.0
1654687258383782912,52.33441367,4.866688633,0.4181785583,0.0,-1.0,50.0,50.0
1654687332271650304,52.33435764,4.866715707,0.4869041443,0.37999999520000005,22.8515625,50.0,50.0
1654687407159479040,52.3343454,4.866718221,0.48037338259999995,0.3400000036,18.6328125,50.0,50.0
1654687483047268864,52.33433497,4.866724256,0.4754295349,0.1700000018,23.203125,50.0,50.0
1654687559935019520,52.33433497,4.866724256,0.49447250369999995,0.0,18.28125,50.0,50.0
1654687637822732288,52.33432554,4.866738506,0.47591781619999995,0.2700000107,19.6875,64.87098605,64.87098605
1654687716710405888,52.33431791,4.866735237,0.46810531619999995,0.8100000023999999,194.765625,64.16053122,64.16053122
1654687796598040576,52.33430391,4.866730878,0.45443344119999995,0.8100000023999999,190.8984375,63.0031302,63.0031302
1654687877485637376,52.33429184,4.86672719,0.44857406619999995,0.8299999833,194.0625,62.08762864,62.08762864
1654687959373195264,52.33428065,4.866724089,0.44607162479999996,0.8299999833,196.875,61.34013304,61.34013304
1654688042260713728,52.33426909,4.866720149,0.43355941770000006,0.9300000072,203.203125,60.62254941,60.62254941
1654688126148193280,52.33425949,4.86672543,0.4312400818,0.9300000072,199.3359375,62.74926317,62.74926317
1654688211035634944,52.33425224,4.866722832,0.4197654724,0.37999999520000005,197.9296875,112.1561739,112.1561739
1654688296923036672,52.33424968,4.866758622,0.4390525818,0.37999999520000005,159.9609375,64.15380422,64.15380422
1654688383810401280,52.33425303,4.8668199780000005,0.46169662479999996,0.6999999881,143.4375,72.30224804,72.30224804
1654688471697726464,52.334261,4.866855266,0.46871566770000006,0.6200000048,146.953125,69.96569193,69.96569193
1654688560585011456,52.33421112,4.867312247,0.4445457458,1.4500000480000002,101.25,63.37227293,63.37227293
1654688650472258560,52.33420945,4.867341416,0.43783187869999995,1.4500000480000002,106.5234375,115.3685279,115.3685279
1654688741359466752,52.33421125,4.8673693280000006,0.42947006229999996,1.480000019,92.4609375,108.70402859999999,108.70402859999999
1654688833246636544,52.33421557,4.867382571,0.430934906,1.6599999669999999,98.4375,109.61298740000001,109.61298740000001
1654688926133767168,52.33422403,4.86738869,0.4323387146,1.850000024,92.8125,110.6219412,110.6219412
1654689020020858624,52.33423057,4.867387516,0.43172836299999995,1.850000024,92.4609375,118.5230193,118.5230193
1654689114907910912,52.33423279,4.867367735,0.4263572693,1.190000057,88.59375,117.1990096,117.1990096
1654689210794925568,52.33423707,4.867342003,0.42824935909999995,0.4499999881,85.4296875,115.5083965,115.5083965
1654689307681901824,52.33424096,4.867321216000001,0.428188324,0.2899999917,73.828125,110.6925024,110.6925024
1654689405568837888,52.33424453,4.867305206,0.428188324,0.2899999917,67.5,110.9919902,110.9919902
1654689504455735296,52.33424619,4.867304228,0.428188324,0.2867268746,-1.0,211.1753602,211.1753602
1654689604342594048,52.33424818,4.867300783999999,0.428188324,0.2839339802,-1.0,211.39208939999997,211.39208939999997
1654689705229414144,52.33425029,4.867296462,0.428188324,0.28147972190000004,-1.0,211.6278359,211.6278359
1654689807116195072,52.33425239,4.867292128,0.428188324,0.2792660043,-1.0,211.87004100000001,211.87004100000001
1654689910002938112,52.33425441,4.867288306,0.428188324,0.2773072329,-1.0,212.1077511,212.1077511
1654690013889641472,52.33425386,4.867288964,0.4280434549,0.3156081843,-1.0,212.04422940000003,212.04422940000003
1654690118776306176,52.33425107,4.867290495,0.42794239520000005,0.3311307081,-1.0,211.72881600000002,211.72881600000002
1654690224662931200,52.33424642,4.867292179,0.4278678596,0.3455024775,-1.0,211.20674019999998,211.20674019999998
1654690331549517824,52.33424051,4.867293932,0.4278109074,0.3686087085,-1.0,210.54461439999997,210.54461439999997
1654690439436064768,52.3342334,4.8672946669999995,0.4277897179,0.39415669700000006,-1.0,209.7518022,209.7518022
1654690548322572800,52.3342255,4.867294613,0.4277728796,0.4159790532,-1.0,208.8732443,208.8732443
1654690658209042176,52.33422197,4.867296605,0.42775937909999995,0.3795205479,-1.0,208.47652150000002,208.47652150000002
1654690769095473920,52.33421892,4.867297365,0.4277484715,0.3459489165,-1.0,208.1368003,208.1368003
1654690880981867008,52.33421689,4.867296958,0.42773962020000006,0.2622826511,-1.0,207.9118175,207.9118175
1654690993868219904,52.33421585,4.867295597,0.42773240799999995,0.19393008039999998,-1.0,207.7977164,207.7977164
1654691107754534656,52.3341984,4.867298428,0.4328998625,0.2502156415,-1.0,205.8530659,205.8530659
1654691222640809472,52.33419247,4.867291107,0.4393804967,0.18879371670000003,-1.0,205.2229024,205.2229024
