Time (s),X (µT),Y (µT),Z (µT)
1655118699569111808,-15.53684998,-12.21737671,-37.14550781
1655118792738807808,-15.53684998,-12.21737671,-37.14550781
1655118885918512640,-16.07538605,-11.78859711,-37.15454102
1655118979108197376,-16.07538605,-11.78859711,-37.15454102
1655119072307891456,-16.12597656,-11.65719986,-37.35668945
1655119165517565184,-16.12597656,-11.65719986,-37.35668945
1655119258737248256,-16.22483063,-11.40755081,-37.49304199
1655119351966940928,-16.22483063,-11.40755081,-37.49304199
1655119445206614016,-16.48124695,-11.01176071,-37.56732178
1655119538456295936,-16.48124695,-11.01176071,-37.56732178
1655119631715987968,-16.1905899,-10.47339249,-37.57904053
1655119724985658880,-16.1905899,-10.47339249,-37.57904053
1655119818265339904,-16.55706787,-10.55187607,-37.54418945
1655119911554999808,-16.55706787,-10.55187607,-37.54418945
1655120004854669824,-16.5799942,-10.60559845,-37.7835083
1655120098164349696,-16.5799942,-10.60559845,-37.7835083
1655120191484008704,-16.8275528,-11.11202621,-37.5369873
1655120284813677312,-16.8275528,-11.11202621,-37.5369873
1655120378153356032,-16.66469574,-11.36435699,-37.64855957
1655120471503013888,-16.66469574,-11.36435699,-37.64855957
1655120564862681600,-16.61369324,-11.52844238,-37.57910156
1655120658232328448,-16.61369324,-11.52844238,-37.57910156
1655120751611985152,-16.4280777,-11.71735382,-37.71435547
1655120845001650944,-16.4280777,-11.71735382,-37.71435547
1655120938401296896,-16.25881958,-11.93473816,-37.90393066
1655121031810951680,-16.25881958,-11.93473816,-37.90393066
1655121125230616576,-16.26107788,-12.19736099,-37.8336792
1655121218660260352,-16.26107788,-12.19736099,-37.8336792
1655121312099914240,-16.21947479,-12.32448196,-37.98687744
1655121405549547264,-16.21947479,-12.32448196,-37.98687744
1655121499009189888,-15.7046814,-12.32121277,-38.23358154
1655121592478842880,-15.7046814,-12.32121277,-38.23358154
1655121685958475008,-15.11314392,-12.45137024,-38.22796631
1655121779448116736,-15.11314392,-12.45137024,-38.22796631
1655121872947723264,-15.22427368,-12.74317169,-38.16253662
1655121966457308416,-15.22427368,-12.74317169,-38.16253662
1655122059976903936,-15.29146576,-12.60185242,-38.36401367
1655122153506478336,-15.29146576,-12.60185242,-38.36401367
1655122247046062592,-15.30628967,-12.78894424,-38.45080566
1655122340595656960,-15.30628967,-12.78894424,-38.45080566
1655122434155230464,-15.20573425,-12.95689011,-38.22924805
1655122527724814080,-15.20573425,-12.95689011,-38.22924805
1655122621304406528,-15.18325043,-12.96374512,-38.3270874
1655122714893978880,-15.18325043,-12.96374512,-38.3270874
1655122808493560320,-14.97312164,-13.26695251,-38.51306152
1655122902103121920,-14.97312164,-13.26695251,-38.51306152
1655122995722692096,-14.73536682,-13.10180664,-38.50415039
1655123089352272384,-14.73536682,-13.10180664,-38.50415039
1655123182991831808,-15.21059418,-13.06924438,-38.67730713
1655123276641401088,-15.21059418,-13.06924438,-38.67730713
1655123370300980224,-15.31223297,-12.9955101,-38.54418945
1655123463970538496,-15.31223297,-12.9955101,-38.54418945
1655123557650106880,-15.49633026,-13.14239883,-38.31768799
1655123651339654144,-15.49633026,-13.14239883,-38.31768799
1655123745039211520,-15.50790405,-13.34098816,-38.3359375
1655123838748778752,-15.50790405,-13.34098816,-38.3359375
1655123932468325120,-15.53414917,-13.5002327,-38.39257812
1655124026197881600,-15.53414917,-13.5002327,-38.39257812
1655124119937446912,-15.79608917,-13.1609993,-38.47528076
1655124213686992128,-15.79608917,-13.1609993,-38.47528076
1655124307446546688,-15.91278839,-12.65818405,-38.46685791
1655124401216080896,-15.91278839,-12.65818405,-38.46685791
1655124494995624192,-16.50474548,-12.66274643,-38.43725586
1655124588785177600,-16.50474548,-12.66274643,-38.43725586
1655124682584710912,-16.64816284,-12.79878998,-38.49029541
1655124776394253568,-16.64816284,-12.79878998,-38.49029541
1655124870213806080,-16.02570343,-12.84126282,-38.66479492
1655124964043337216,-16.02570343,-12.84126282,-38.66479492
1655125057882878720,-14.98141479,-13.26030731,-38.99609375
1655125151732399104,-14.98141479,-13.26030731,-38.99609375
1655125245591929600,-14.39179993,-13.14455032,-39.53643799
1655125339461470208,-14.39179993,-13.14455032,-39.53643799
1655125433340989696,-14.05184937,-13.03572464,-39.77508545
1655125527230519040,-14.21341705,-12.86476517,-39.84283447
1655125621130058496,-14.21341705,-12.86476517,-39.84283447
1655125715039577088,-14.50652313,-12.74852371,-39.8180542
1655125808959105536,-14.50652313,-12.74852371,-39.8180542
1655125902888613120,-14.20310974,-12.87768936,-39.80340576
1655125996828130560,-14.20310974,-12.87768936,-39.80340576
1655126090777656832,-14.15628052,-13.22558212,-39.9552002
1655126184737163008,-14.15628052,-13.22558212,-39.9552002
1655126278706678272,-13.65794373,-13.41631317,-40.16998291
1655126372686173696,-13.65794373,-13.41631317,-40.16998291
1655126466675677952,-13.52573395,-13.20395279,-40.36553955
1655126560675192320,-13.52573395,-13.20395279,-40.36553955
1655126654684685824,-13.54180145,-12.94613647,-40.48120117
1655126748704188928,-13.54180145,-12.94613647,-40.48120117
1655126842733702400,-14.26677704,-12.5194397,-40.71166992
1655126936773194752,-14.26677704,-12.5194397,-40.71166992
1655127030822697216,-14.61214447,-12.42851639,-40.61315918
1655127124882178560,-14.61214447,-12.42851639,-40.61315918
1655127218951670016,-14.50706482,-12.22976303,-40.79815674
1655127313031171328,-14.50706482,-12.22976303,-40.79815674
1655127407120651776,-14.38324738,-11.80633545,-40.75793457
1655127501220142080,-14.38324738,-11.80633545,-40.75793457
1655127595329642496,-14.04116821,-11.44206619,-41.13861084
1655127689449122048,-14.04116821,-11.44206619,-41.13861084
1655127783578611456,-14.01644135,-11.55502701,-41.43713379
1655127877718079744,-14.01644135,-11.55502701,-41.43713379
1655127971867558144,-13.88657379,-11.6531601,-41.58502197
1655128066027045632,-13.88657379,-11.6531601,-41.58502197
1655128160196513280,-14.03203583,-11.63935089,-41.42504883
1655128254375989504,-14.03203583,-11.63935089,-41.42504883
1655128348565475584,-14.19517517,-11.67967606,-41.15075684
1655128442764941056,-14.19517517,-11.67967606,-41.15075684
1655128536974416384,-14.36618042,-11.86761475,-41.45782471
1655128631193870592,-14.36618042,-11.86761475,-41.45782471
1655128725423334912,-14.63601685,-11.85912704,-41.4630127
1655128819662809088,-14.63601685,-11.85912704,-41.4630127
1655128913912262400,-14.66846466,-11.91117477,-41.37164307
1655129008171725824,-14.66846466,-11.91117477,-41.37164307
1655129102441199104,-15.03620911,-11.90658188,-41.26116943
1655129196720651520,-15.03620911,-11.90658188,-41.26116943
1655129291010113792,-15.00350952,-12.32122803,-41.13824463
1655129385309554944,-15.00350952,-12.32122803,-41.13824463
1655129479619006464,-15.20326996,-12.35929871,-41.28051758
1655129573938466816,-15.20326996,-12.35929871,-41.28051758
1655129668267907072,-15.15435791,-12.13669205,-41.26873779
1655129762607356416,-15.15435791,-12.13669205,-41.26873779
1655129856956815872,-15.54190826,-11.5967598,-41.32208252
1655129951316255232,-15.54190826,-11.5967598,-41.32208252
1655130045685703680,-15.37046814,-10.98409653,-41.38842773
1655130140065132032,-15.37046814,-10.98409653,-41.38842773
1655130234454569472,-15.88682556,-10.8619957,-41.52844238
1655130328854017024,-15.88682556,-10.8619957,-41.52844238
1655130423263443456,-16.25463104,-10.78749084,-41.3168335
1655130517682880000,-16.25463104,-10.78749084,-41.3168335
1655130612112326400,-16.27902985,-10.77230835,-41.3795166
1655130706551751936,-16.27902985,-10.77230835,-41.3795166
1655130801001187328,-16.51777649,-10.82368851,-41.27886963
1655130895460601856,-16.51777649,-10.82368851,-41.27886963
1655130989930026240,-16.54619598,-10.03255844,-41.51751709
1655131084409460736,-16.54619598,-10.03255844,-41.51751709
1655131178898874112,-16.54100037,-9.725875854,-41.73370361
1655131273398297344,-16.54100037,-9.725875854,-41.73370361
1655131367907692288,-17.0421524,-9.658699036,-41.49389648
1655131462427067392,-17.0421524,-9.658699036,-41.49389648
1655131556956451584,-17.86399841,-9.941390991,-41.21179199
1655131651495815680,-17.86399841,-9.941390991,-41.21179199
1655131746045189120,-18.31113434,-10.11389542,-40.91607666
1655131840604571904,-18.31113434,-10.11389542,-40.91607666
1655131935173934080,-18.63555145,-10.22499084,-40.83831787
1655132029753306112,-18.63555145,-10.22499084,-40.83831787
1655132124342687744,-18.40047455,-10.1810379,-41.02148438
1655132218942048768,-18.40047455,-10.1810379,-41.02148438
1655132313551419648,-18.73391724,-9.956546783,-40.89459229
1655132408170769664,-18.73391724,-9.956546783,-40.89459229
1655132502800129792,-18.98027039,-10.03549576,-40.88787842
1655132597439499520,-18.98027039,-10.03549576,-40.88787842
1655132692088848640,-19.07112885,-10.37285995,-41.06988525
1655132786748207616,-19.07112885,-10.37285995,-41.06988525
1655132881417576704,-18.46766663,-10.55852127,-40.9798584
1655132976096924416,-18.46766663,-10.55852127,-40.9798584
1655133070786282496,-18.02215576,-10.76620865,-41.24926758
1655133165485619456,-18.02215576,-10.76620865,-41.24926758
1655133260194966528,-17.73461914,-10.77230453,-41.27233887
1655133354914322688,-17.73461914,-10.77230453,-41.27233887
1655133449643658496,-17.31389618,-11.01915359,-41.48034668
1655133544383003648,-17.31389618,-11.01915359,-41.48034668
1655133639132358912,-17.02324677,-11.16025925,-41.50567627
1655133733891692800,-17.02324677,-11.16025925,-41.50567627
1655133828661037056,-16.73852539,-11.40409088,-41.48193359
1655133923440359936,-16.73852539,-11.40409088,-41.48193359
1655134018229693184,-16.27592468,-11.48042679,-41.54608154
1655134113029036288,-16.27592468,-11.48042679,-41.54608154
1655134207838358528,-16.31957245,-11.8114357,-41.69244385
1655134302657690624,-16.31957245,-11.8114357,-41.69244385
1655134397487032576,-16.22809601,-11.94057465,-41.72802734
1655134492326353920,-16.22809601,-11.94057465,-41.72802734
1655134587175685120,-16.37324524,-12.25871658,-41.63592529
1655134682034994944,-16.37324524,-12.25871658,-41.63592529
1655134776904315136,-16.31707764,-12.31919861,-41.53204346
1655134871783644160,-16.31707764,-12.31919861,-41.53204346
1655134966672953088,-16.05517578,-12.45462418,-41.33544922
1655135061572272128,-16.05517578,-12.45462418,-41.33544922
1655135156481570048,-15.61538696,-12.83423996,-41.29223633
1655135251400878080,-15.61538696,-12.83423996,-41.29223633
1655135346330194944,-15.7088089,-12.8577919,-41.41265869
1655135441269491968,-15.7088089,-12.8577919,-41.41265869
1655135536218798080,-15.9671936,-12.86104584,-41.19140625
1655135631178114048,-15.9671936,-12.86104584,-41.19140625
1655135726147408896,-16.3065033,-12.64384842,-41.29223633
1655135821126714112,-16.3065033,-12.64384842,-41.29223633
1655135916115997952,-16.41214752,-12.71118546,-41.14312744
1655136011115291904,-16.41214752,-12.71118546,-41.14312744
1655136106124595968,-16.31668091,-12.82219696,-41.45965576
1655136201143879168,-16.31668091,-12.82219696,-41.45965576
1655136296173172224,-15.79295349,-12.69694138,-41.62506104
1655136391212475392,-15.79295349,-12.69694138,-41.62506104
1655136486261757440,-14.68190765,-12.83030319,-42.04083252
1655136581321049600,-14.68190765,-12.83030319,-42.04083252
1655136676390320384,-14.57719421,-12.63657761,-42.04870605
1655136771469601536,-14.57719421,-12.63657761,-42.04870605
1655136866558891776,-14.84525299,-12.26295853,-42.23297119
1655136961658161920,-14.84525299,-12.26295853,-42.23297119
1655137056767440896,-14.63027954,-11.85896301,-42.14733887
1655137151886729984,-14.63027954,-11.85896301,-42.14733887
1655137247015997952,-14.61903381,-12.14850616,-42.24829102
1655137342155275776,-14.61903381,-12.14850616,-42.24829102
1655137437304532736,-14.61518097,-12.12373734,-42.23199463
1655137532463799808,-14.61518097,-12.12373734,-42.23199463
1655137627633076736,-14.3310318,-12.46385574,-42.23822021
1655137722812332544,-14.3310318,-12.46385574,-42.23822021
1655137818001598720,-13.67021179,-12.44068146,-42.46240234
1655137913200874496,-13.67021179,-12.44068146,-42.46240234
1655138008410129408,-13.73103333,-12.0452652,-42.42419434
1655138103629394432,-13.73103333,-12.0452652,-42.42419434
1655138198858638592,-14.03516388,-11.69186401,-42.3505249
1655138294097892608,-14.03516388,-11.69186401,-42.3505249
1655138389347156480,-14.58935547,-11.45371246,-42.11743164
1655138484606399488,-14.58935547,-11.45371246,-42.11743164
1655138579875652608,-15.13436127,-11.70474243,-42.02484131
1655138675154914560,-15.13436127,-11.70474243,-42.02484131
1655138770444156672,-15.00286865,-11.51435089,-42.18743896
1655138865743407616,-15.00286865,-11.51435089,-42.18743896
1655138961052638720,-14.72451019,-11.37390137,-42.31872559
1655139056371878912,-14.72451019,-11.37390137,-42.31872559
1655139151701128960,-14.34892273,-11.3451004,-42.38110352
1655139247040357888,-14.34892273,-11.3451004,-42.38110352
1655139342389597184,-13.91217041,-11.36283112,-42.48547363
1655139437748846336,-13.91217041,-11.36283112,-42.48547363
1655139533118074368,-14.18518829,-11.55348587,-42.22460938
1655139628497312512,-14.18518829,-11.55348587,-42.22460938
1655139723886529792,-14.49206543,-11.78937531,-42.05059814
1655139819285756928,-14.49206543,-11.78937531,-42.05059814
1655139914694993920,-14.35739899,-11.77174759,-41.85449219
1655140010114210048,-14.35739899,-11.77174759,-41.85449219
1655140105543436032,-14.68048096,-11.54644775,-41.52886963
1655140200982671104,-14.68048096,-11.54644775,-41.52886963
1655140296431886080,-14.97750854,-11.6033287,-41.50646973
1655140391891110912,-14.97750854,-11.6033287,-41.50646973
1655140487360314880,-15.45898438,-11.51767349,-41.21118164
1655140582839528704,-15.45898438,-11.51767349,-41.21118164
1655140678328751872,-15.88484955,-11.8467865,-40.87139893
1655140773827954688,-15.88484955,-11.8467865,-40.87139893
1655140869337126912,-16.16255951,-12.20976257,-40.62963867
1655140964856309248,-16.16255951,-12.20976257,-40.62963867
1655141060385470464,-16.18630219,-12.40779114,-40.2074585
1655141155924641536,-16.18630219,-12.40779114,-40.2074585
1655141251473791744,-15.93776703,-12.67486572,-40.15338135
1655141347032952064,-15.93776703,-12.67486572,-40.15338135
1655141442602122240,-16.66928101,-12.82823563,-40.15234375
1655141538181271552,-16.66928101,-12.82823563,-40.15234375
1655141633770430720,-16.7364502,-12.63702774,-40.01263428
1655141729369600000,-16.7364502,-12.63702774,-40.01263428
1655141824978748416,-16.94852448,-12.55834198,-39.8527832
1655141920597906688,-16.94852448,-12.55834198,-39.8527832
1655142016227043840,-17.18345642,-12.62379074,-39.55004883
1655142111866191104,-17.18345642,-12.62379074,-39.55004883
1655142207515347456,-17.10972595,-12.63375092,-39.30212402
1655142303174483712,-17.10972595,-12.63375092,-39.30212402
1655142398843629056,-16.79053497,-12.32594299,-39.55084229
1655142494522784512,-16.79053497,-12.32594299,-39.55084229
1655142590211918848,-17.13639832,-12.27323532,-39.7331543
1655142685911063296,-17.13639832,-12.27323532,-39.7331543
1655142781620186624,-16.98954773,-12.01264572,-39.24108887
1655142877339320064,-16.98954773,-12.01264572,-39.24108887
1655142973068463360,-17.52643585,-12.02312088,-39.08551025
1655143068807585792,-17.52643585,-12.02312088,-39.08551025
1655143164556718080,-17.33314514,-12.18193817,-38.80596924
1655143260315860480,-17.33314514,-12.18193817,-38.80596924
1655143356084982016,-17.4356308,-12.24011612,-38.62304688
1655143451864112896,-17.4356308,-12.24011612,-38.62304688
1655143547653223424,-17.45134735,-12.27781296,-38.6105957
1655143643452343552,-17.45134735,-12.27781296,-38.6105957
1655143739261473792,-17.24748993,-12.15245056,-38.54364014
1655143835080582912,-17.24748993,-12.15245056,-38.54364014
1655143930909701888,-17.22854614,-12.23648453,-38.55084229
1655144026748830208,-17.22854614,-12.23648453,-38.55084229
1655144122597938432,-17.11974335,-12.270298,-38.48944092
1655144218457055744,-17.11974335,-12.270298,-38.48944092
1655144314326152960,-17.16490173,-12.40136719,-38.28833008
1655144410205259264,-17.16490173,-12.40136719,-38.28833008
1655144506094375680,-17.31996918,-12.78609085,-38.14776611
1655144601993470976,-17.31996918,-12.78609085,-38.14776611
1655144697902576128,-16.72763824,-12.73599243,-38.06921387
1655144793821691392,-16.72763824,-12.73599243,-38.06921387
1655144889750785792,-16.42212677,-12.73348618,-38.23358154
1655144985689890048,-16.42212677,-12.73348618,-38.23358154
1655145081638973440,-16.10212708,-12.88246918,-38.09368896
1655145177598066688,-16.10212708,-12.88246918,-38.09368896
1655145273567170048,-15.81620789,-13.00875854,-38.03137207
1655145369546252544,-15.81620789,-13.00875854,-38.03137207
1655145465535344896,-16.02829742,-13.27700806,-37.91253662
1655145561534416128,-16.02829742,-13.27700806,-37.91253662
1655145657543497728,-15.61969757,-13.48158264,-37.92602539
1655145753562588928,-15.61969757,-13.48158264,-37.92602539
1655145849591659264,-15.63596344,-13.56258392,-37.75067139
1655145945630739712,-15.63596344,-13.56258392,-37.75067139
1655146041679828992,-15.66629791,-13.48334122,-37.62286377
1655146137738898176,-15.66629791,-13.48334122,-37.62286377
1655146233807976448,-15.65028381,-13.51944351,-37.42956543
1655146329887034880,-15.65028381,-13.51944351,-37.42956543
1655146425976101888,-15.85348511,-13.9211235,-37.41674805
1655146522075179264,-15.85348511,-13.9211235,-37.41674805
1655146618184235520,-15.75045776,-13.73859024,-37.34057617
1655146714303301888,-15.75045776,-13.73859024,-37.34057617
1655146810432378112,-15.56835938,-13.74436569,-37.33813477
1655146906571433216,-15.56835938,-13.74436569,-37.33813477
1655147002720498688,-15.66996002,-13.9934082,-36.75305176
1655147098879542784,-15.66996002,-13.9934082,-36.75305176
1655147195048596992,-15.36260223,-14.12556839,-37.0255127
1655147291227661312,-15.36260223,-14.12556839,-37.0255127
1655147387416704768,-15.22962189,-14.29590225,-36.87139893
1655147483615758080,-15.22962189,-14.29590225,-36.87139893
1655147579824820224,-15.94667053,-14.26186752,-36.84460449
1655147676043862528,-15.94667053,-14.26186752,-36.84460449
1655147772272913920,-15.91299438,-14.35193634,-36.38757324
1655147868511945216,-15.91299438,-14.35193634,-36.38757324
1655147964760985600,-16.01604462,-14.485672,-36.52191162
1655148061020036096,-16.01604462,-14.485672,-36.52191162
1655148157289065472,-15.60837555,-14.75723267,-36.515625
1655148253568104704,-15.60837555,-14.75723267,-36.515625
1655148349857154048,-15.23992157,-14.94680405,-36.41992188
1655148446156182528,-14.67581177,-14.71553802,-36.55645752
1655148542465221120,-14.67581177,-14.71553802,-36.55645752
1655148638784238080,-14.71595001,-14.65065384,-36.53479004
1655148735113265408,-14.71595001,-14.65065384,-36.53479004
1655148831452302592,-14.82465363,-14.59617233,-36.36029053
1655148927801318656,-14.82465363,-14.59617233,-36.36029053
1655149024160344832,-14.8518219,-14.60921478,-36.42596436
1655149120529381120,-14.8518219,-14.60921478,-36.42596436
1655149216908396288,-15.20805359,-14.55812836,-36.22705078
1655149313297421568,-15.20805359,-14.55812836,-36.22705078
1655149409696425728,-14.85919952,-14.79679871,-36.27587891
1655149506105440000,-14.85919952,-14.79679871,-36.27587891
1655149602524463104,-14.61484528,-15.00254822,-36.05706787
1655149698953466368,-14.61484528,-15.00254822,-36.05706787
1655149795392478720,-14.77022552,-14.8249321,-36.00738525
1655149891841500928,-14.77022552,-14.8249321,-36.00738525
1655149988300502272,-15.20904541,-14.71550369,-35.85211182
1655150084769513472,-15.20904541,-14.71550369,-35.85211182
1655150181248504064,-15.72962189,-14.58389664,-35.60522461
1655150277737504256,-15.72962189,-14.58389664,-35.60522461
1655150374236514560,-16.02350616,-14.81335449,-35.43719482
1655150470745495040,-16.02350616,-14.81335449,-35.43719482
1655150567264485632,-15.68911743,-14.83810425,-35.38903809
1655150663793486080,-15.68911743,-14.83810425,-35.38903809
1655150760332465664,-15.27277374,-14.70759201,-35.3706665
1655150856881455104,-15.27277374,-14.70759201,-35.3706665
1655150953440423680,-14.7448349,-14.75718307,-35.55780029
1655151050009402368,-14.7448349,-14.75718307,-35.55780029
1655151146588390912,-14.70465851,-14.88191986,-35.70812988
1655151243177358336,-14.70465851,-14.88191986,-35.70812988
1655151339776335872,-14.71889496,-15.1204834,-35.62194824
1655151436385322496,-14.71889496,-15.1204834,-35.62194824
1655151533004289280,-14.72889709,-15.01398849,-35.54907227
1655151629633264896,-14.72889709,-15.01398849,-35.54907227
1655151726272220416,-14.8442688,-14.85363388,-35.48040771
1655151822921185024,-14.8442688,-14.85363388,-35.48040771
1655151919580159744,-14.92920685,-14.88529205,-35.59881592
1655152016249113344,-14.92920685,-14.88529205,-35.59881592
1655152112928077056,-14.7682724,-14.91872406,-35.42407227
1655152209617050624,-14.7682724,-14.91872406,-35.42407227
1655152306316003328,-15.12945557,-14.92797089,-35.46966553
1655152403024965888,-15.12945557,-14.92797089,-35.46966553
1655152499743907584,-15.48429108,-14.99253464,-35.14788818
1655152596472859392,-15.48429108,-14.99253464,-35.14788818
1655152693211821056,-15.48646545,-15.24629974,-34.86297607
1655152789960761856,-15.48646545,-15.24629974,-34.86297607
1655152886719712512,-15.47686005,-15.22748566,-34.85882568
1655152983488672000,-15.47686005,-15.22748566,-34.85882568
1655153080267611648,-15.61135864,-15.19530869,-34.82556152
1655153177056560384,-15.61135864,-15.19530869,-34.82556152
1655153273855489024,-15.97937775,-15.24542618,-34.90777588
1655153370664426496,-15.97937775,-15.24542618,-34.90777588
1655153467483374080,-16.15422821,-15.09476089,-34.66479492
1655153564312300800,-16.15422821,-15.09476089,-34.66479492
1655153661151237120,-16.41584778,-15.10325623,-34.53161621
1655153758000183808,-16.41584778,-15.10325623,-34.53161621
1655153854859109376,-16.47206116,-15.22210693,-34.46612549
1655153951728045056,-16.47206116,-15.22210693,-34.46612549
1655154048606959616,-16.54997253,-15.25007248,-34.66149902
1655154145495884288,-16.54997253,-15.25007248,-34.66149902
1655154242394818816,-16.56158447,-15.25317383,-34.51306152
1655154339303732480,-16.56158447,-15.25317383,-34.51306152
1655154436222656000,-16.52545166,-15.15600967,-34.58532715
1655154533151589632,-16.52545166,-15.15600967,-34.58532715
1655154630090502400,-16.24517059,-14.70343018,-34.56060791
1655154727039425024,-16.24517059,-14.70343018,-34.56060791
1655154823998326528,-16.59203339,-14.47213364,-34.44750977
1655154920967238144,-16.59203339,-14.47213364,-34.44750977
1655155017946159104,-16.86087036,-14.51546478,-34.59503174
1655155114935059456,-16.86087036,-14.51546478,-34.59503174
1655155211933969408,-16.99254608,-14.76891708,-34.43634033
1655155308942888960,-16.99254608,-14.76891708,-34.43634033
1655155405961787648,-16.87232971,-14.86193085,-34.09320068
1655155502990696448,-16.87232971,-14.86193085,-34.09320068
1655155600029584128,-16.83953094,-14.75365448,-34.26837158
1655155697078481920,-16.83953094,-14.75365448,-34.26837158
1655155794137389824,-16.78687286,-14.95637894,-34.38464355
1655155891206276096,-16.78687286,-14.95637894,-34.38464355
1655155988285172736,-17.00052643,-14.89859009,-34.2744751
1655156085374079232,-17.00052643,-14.89859009,-34.2744751
1655156182472964864,-16.52849579,-15.2413063,-33.93756104
1655156279581860352,-16.52849579,-15.2413063,-33.93756104
1655156376700734976,-17.04582977,-15.41963577,-33.972229
1655156473829619456,-17.04582977,-15.41963577,-33.972229
1655156570968514048,-16.65611267,-15.37986374,-33.96405029
1655156668117387520,-16.65611267,-15.37986374,-33.96405029
1655156765276271104,-16.29933929,-15.67242432,-34.03479004
1655156862445163776,-16.29933929,-15.67242432,-34.03479004
1655156959624036352,-16.36969757,-15.53445053,-34.03497314
1655157056812918016,-16.36969757,-15.53445053,-34.03497314
1655157154011779584,-16.39903259,-15.51320648,-34.11553955
1655157251220650240,-16.39903259,-15.51320648,-34.11553955
1655157348439530752,-16.43611145,-15.86188126,-34.10302734
1655157445668390400,-16.43611145,-15.86188126,-34.10302734
1655157542907260160,-16.39608765,-15.6191864,-34.09649658
1655157640156139776,-16.39608765,-15.6191864,-34.09649658
1655157737414998528,-16.16238403,-15.79563522,-34.01177979
1655157834683867136,-16.16238403,-15.79563522,-34.01177979
1655157931962714880,-16.2345047,-15.83267593,-34.14379883
1655158029251572480,-16.2345047,-15.83267593,-34.14379883
1655158126550440192,-16.08653259,-15.7410965,-34.4041748
1655158223859287040,-16.08653259,-15.7410965,-34.4041748
1655158321178143744,-16.07045746,-15.69308472,-34.19281006
1655158418507009280,-16.07045746,-15.69308472,-34.19281006
1655158515845854976,-15.84979248,-15.45302963,-34.16156006
1655158613194709504,-15.84979248,-15.45302963,-34.16156006
1655158710553544192,-15.93314362,-15.36954117,-34.2857666
1655158807922387712,-15.93314362,-15.36954117,-34.2857666
1655158905301241344,-15.88993835,-15.27186584,-34.3694458
1655159002690074112,-15.88993835,-15.27186584,-34.3694458
1655159100088916480,-15.59835815,-15.49840927,-34.43438721
1655159197497768960,-15.59835815,-15.49840927,-34.43438721
1655159294916600576,-15.78766632,-15.48874283,-34.67102051
1655159392345442304,-15.78766632,-15.48874283,-34.67102051
1655159489784262912,-15.60434723,-15.23004532,-34.48480225
1655159587233093376,-15.60434723,-15.23004532,-34.48480225
1655159684691933952,-15.85044098,-15.29754639,-34.55645752
1655159782160753664,-15.85044098,-15.29754639,-34.55645752
1655159879639583232,-15.89038086,-15.23736572,-34.55047607
1655159977128422912,-15.89038086,-15.23736572,-34.55047607
1655160074627241472,-15.56777191,-15.05330276,-34.59411621
1655160172136026880,-15.56777191,-15.05330276,-34.59411621
1655160269654791680,-15.70022583,-15.14306641,-34.77337646
1655160367183566080,-15.70022583,-15.14306641,-34.77337646
1655160464722349568,-15.27588654,-15.33314896,-34.66345215
1655160562271113216,-15.27588654,-15.33314896,-34.66345215
1655160659829885696,-14.83914948,-15.41044998,-34.99816895
1655160757398668288,-14.83914948,-15.41044998,-34.99816895
1655160854977430016,-14.65792084,-15.49455261,-34.85125732
1655160952566201344,-14.65792084,-15.49455261,-34.85125732
1655161050164952064,-14.64450073,-15.3623848,-34.95263672
1655161147773712640,-14.64450073,-15.3623848,-34.95263672
1655161245392483328,-14.52287292,-15.06076431,-35.07861328
1655161343021232896,-14.52287292,-15.06076431,-35.07861328
1655161440659992576,-14.33924103,-15.15473175,-35.13354492
1655161538308762112,-14.33924103,-15.15473175,-35.13354492
1655161635967510784,-13.75344086,-15.22206116,-35.1829834
1655161733636269312,-13.75344086,-15.22206116,-35.1829834
1655161831315006976,-13.73540497,-15.20573044,-35.14892578
1655161929003754496,-13.73540497,-15.20573044,-35.14892578
1655162026702512384,-13.89035034,-15.37296295,-35.32873535
1655162124411248896,-13.89035034,-15.37296295,-35.32873535
1655162222129995264,-14.16602325,-15.44289398,-35.1932373
1655162319858750720,-14.16602325,-15.44289398,-35.1932373
1655162417597486336,-14.16007996,-15.60474777,-35.12493896
1655162515346230784,-14.16007996,-15.60474777,-35.12493896
1655162613104955136,-14.08945465,-15.50281143,-34.89434814
1655162710873688576,-14.08945465,-15.50281143,-34.89434814
1655162808652432128,-14.55131531,-15.48422241,-34.99066162
1655162906441154816,-14.55131531,-15.48422241,-34.99066162
1655163004239887104,-14.57539368,-15.25725937,-34.90216064
1655163102048629760,-14.57539368,-15.25725937,-34.90216064
1655163199867351296,-15.16708374,-15.37516403,-34.730896
1655163297696082688,-15.16708374,-15.37516403,-34.730896
1655163395534824448,-15.33545685,-15.02809906,-35.04882812
1655163493383545088,-15.33545685,-15.02809906,-35.04882812
1655163591242275584,-15.35823822,-14.5984726,-34.71844482
1655163689110984960,-15.35823822,-14.5984726,-34.71844482
1655163786989704704,-15.57954407,-14.49769592,-34.84771729
1655163884878433280,-15.57954407,-14.49769592,-34.84771729
1655163982777141760,-15.63227844,-14.44554901,-34.86749268
1655164080685859328,-15.63227844,-14.44554901,-34.86749268
1655164178604587008,-15.58374023,-14.18962097,-34.76953125
1655164276533293824,-15.58374023,-14.18962097,-34.76953125
1655164374472010496,-15.82505035,-14.10165787,-34.93041992
1655164472420705792,-15.82505035,-14.10165787,-34.93041992
1655164570379411200,-15.81214142,-13.984272,-34.95471191
1655164668348126720,-15.81214142,-13.984272,-34.95471191
