Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1654684622271149056,-7.973285391999999e-05,0.0008660890162,-0.0008029628079
1654684622442525952,0.002007386647,-0.0003640260547,-0.0009976397268
1654684622623912704,-0.0005129948258,0.0010965988039999999,-6.792065687e-05
1654684622815278848,0.0008790395223,0.001263579354,-0.0015513014509999999
1654684623016654592,0.009216523729,-0.006300365551999999,0.0003833880182
1654684623228039680,6.536953151e-05,0.0006001498550000001,0.0001751286909
1654684623449404672,-0.0013976180929999998,0.0004703979939,-0.00012256880290000002
1654684623680778752,-8.86740163e-05,0.0020504519339999997,-0.001278646989
1654684623922132736,-0.0005651540123,0.0025610942389999998,-0.0002132039517
1654684624173495808,9.850552306e-05,-0.0004493445158,0.001287221094
1654684624434868736,-0.0004752520472,0.0007181279361000001,0.0009293360636000001
1654684624706220800,0.001280836761,0.0004139952362,0.0008550337516
1654684624987582976,0.0001668697223,0.0007576942444000001,-0.0002637505531
1654684625278924032,0.00034583406519999996,0.0005374513566,0.0005370618310000001
1654684625580274944,0.003983967006,-0.0006631072611,0.001290124608
1654684625891604992,0.002785543911,-0.0003877375275,0.0009697463829000001
1654684626212945152,0.0007074512541,0.0005127955228,-0.0006087177899
1654684626544295424,0.001645416953,-0.001191895455,0.0010099515780000001
1654684626885624320,9.716209023999999e-05,0.0003607850522,-0.0005903870333
1654684627236963584,0.001740599051,-0.0007484219967999999,0.0014471975159999998
1654684627598281728,-0.0012401011770000001,-0.001381633803,-0.0004335530102
1654684627969609728,-4.274398088e-05,-9.133294225e-05,0.0005169291981
1654684628350947584,0.001789697912,-3.6209821699999996e-06,-0.0002225770149
1654684628742264576,0.001107928809,0.0005575064570000001,-0.0005504123401
1654684629143591424,0.0015814886429999999,-0.00030639767650000004,-3.0358321960000005e-05
1654684629554897408,3.206171095e-05,0.0017626117910000002,0.0007033424918
1654684629976184320,0.0018927627239999998,0.0003545731306,-3.482424654e-05
1654684630407481344,0.0019343080929999999,0.0011143740270000001,-0.001484915614
1654684630848757504,-0.0004901154898,-0.0004762709141,0.0006946497597
1654684631300043520,0.0004784758203,-0.0009524449706000001,0.0006517728325
1654684631761308672,0.0004673982039,0.000340571627,-0.0014639641159999999
1654684632232583680,0.001080458052,-0.0013167131690000001,-0.000601099804
1654684632713868032,3.956956789e-05,0.0006928443909,0.001242304686
1654684633205132032,0.002925370354,-0.001898145303,0.0009885055478999999
1654684633706405120,-0.000842735637,0.0006212051957999999,-9.14062839e-05
1654684634217658368,0.001106963959,-0.0001519098878,8.782441728e-05
1654684634738920448,0.0006354087963999999,2.164021134e-05,9.397557005000001e-05
1654684635270192640,0.0008457982913,-0.00144016929,-0.001127083553
1654684635811443712,0.0005955472588999999,0.0001613646746,-0.0005697363522
1654684636362704896,0.0017170039939999999,-0.0003036223352,-0.00018597464080000002
1654684636923945216,0.001434561331,-0.0001616124064,0.0007634765934
1654684637495195392,0.001401005778,0.0006724894047,0.0009432400111
1654684638076455680,-0.0002892687917,0.001253738999,-0.0002804731485
1654684638667694848,0.0004316489212,0.001333100721,-0.0007449286058999999
1654684639268943872,-0.001706699375,-0.0001043863595,1.794425771e-06
1654684639880172288,0.0003556525335,0.0002530105412,0.002011948498
1654684640501410560,5.533313379e-05,0.00132217817,0.0001242479775
1654684641132658688,-0.0010280408900000002,-0.0004783850163,0.0005138684063999999
1654684641773885696,3.5438220950000004e-05,-0.0016811601819999998,0.002301595174
1654684642425122816,0.0004037534818,0.00025415793059999997,-0.0001985805575
1654684643086338816,0.001059989445,0.001779498532,-0.00013066036630000002
1654684643757564928,0.0014685187489999999,0.002266323194,8.319155313e-05
1654684644438800896,0.0027943714520000003,0.0002895258367,-0.0004232279025
1654684645130016000,0.002037767787,-0.0009035691619,0.001737660845
1654684645831240960,-0.001881266944,0.0025353338570000003,0.0008681188338
1654684646542445056,0.0016647316519999998,-0.001741435379,0.0002598527353
1654684647263659008,0.0029697380959999996,-0.0034926086660000003,0.00024787476290000004
1654684647994882048,0.001425105147,-4.6212226149999996e-05,-0.0001228372566
1654684648736085248,0.001022811048,-0.00015026703480000003,-0.00039712246510000004
1654684649487297280,-0.002082434949,0.003290271387,0.00022712233480000002
1654684650248489472,-0.0046084998180000005,0.001070568338,5.0879316399999996e-05
1654684651019690496,0.0009412616491000001,-0.001963837072,0.000836511841
1654684651800901632,0.006105786655,-0.004910821095,-0.0005354378372
1654684652592091904,0.00014456734059999999,-0.001185057685,0.0006834908854
1654684653393292032,0.002931014635,-0.002337824553,-0.0006423783489
1654684654204471040,-0.0004741032608,0.0016830153760000002,-0.0028040660550000002
1654684655025660416,-0.002231896389,0.000991217792,0.0002593838144
1654684655856859392,-0.001375690103,-0.001381125301,-0.0005182591267
1654684656698037504,0.001165074762,-0.0008740630001000001,0.0013896691380000002
1654684657549225728,-0.003507707734,0.0002900045365,-0.001702260925
1654684658410393088,-0.004966156557,0.005504916422,0.00014584790919999998
